date,matched_words,Deidentified_paragraph
06_27_2017,affordable housing,"And why I am very encouraged by Ms. [PERSON]'s questionnaire, because it starts that conversation. And we have citizens who are not elected who are going to fill out that questionnaire, who each council member has had the opportunity to appoint to that affordable housing task force, and if you haven't, you still can. And so, very good."
06_27_2017,affordable housing,"Thank you. [ORGANIZATION] Member [PERSON], last word. I just want to say one thing, and I commend you for putting together [ORGANIZATION]."
07_25_2023,affordable housing,"[ORGANIZATION] has been in the community for [ORGANIZATION]. The majority of services we provide are in [ORGANIZATION]. We support many people with developmental disabilities, but we also support people without disabilities in the areas of employment, affordable housing, domestic violence,  We regularly are in a neighborhood and have someone call and say, hey, we hear you help people."
06_11_2024,housing crisis,"And if you look at the tax rolls of where a large part of the tax base is driven, it's off those buildings. And then you go to cities around the world, they have thriving urban. dense downtowns that derive not only cultural attractions, but you have a multitude of mixed use housing options, especially in a housing crisis that we're facing here in the city of [ORGANIZATION] because we don't have enough inventory."
04_16_2019,affordable housing,"And this project, one of the things about this project that I am pleased with is the affordable housing component. Now, I want to be clear that if the developer had went with [ORGANIZATION], which they probably would have qualified, we would not have the control to be able to include the community benefits agreement, which when we looked at the research back to [ORGANIZATION], the reason for this article heavily leaned on minority business – opportunities in the project. The second thing is if we are ever going to change and make [ORGANIZATION] more inclusive, and when I'm talking about that, I'm talking about economically in certain areas, there are going to probably have to be some benefits at times."
04_16_2019,affordable housing,"This developer would not be able to get any tax break on every property, or the developer would have to come back to this council. And I want to be clear, and I want to be heard loud and clear. The affordable housing component is the only reason that I'm supporting this article at this point for this project."
04_16_2019,affordable housing,"If a developer comes and asks for a market, full market rate, They need to pay for full market rate unless there's a reason we're becoming involved. But this one, from the beginning, I asked [PERSON] when they came to us, I ask because the people are asking for affordable housing and to see if there's a [STREET] that that could work. With Article 16, we do have that oversight and be able to monitor the project."
04_16_2019,affordable housing,"Now, I asked the question from [ORGANIZATION] and from [LOCATION], PERSON2. If the tax break, if the gap in the project, for instance, is $1 million, and these are just numbers I'm making up, and the developer is getting a $3 million tax break, to me that's not fair. This should only be to fill that gap so that the affordable housing."
04_16_2019,affordable housing,"And so what I was told is we could ask for even more affordable housing in that project. And I intend to look at every dime to see and make sure that we are not making a making it just easy for a developer to say, hey, just give me a tax break. I'll just throw it out to the wind."
04_16_2019,affordable housing,"I know one was out for [ORGANIZATION], and you heard not a peep. Now when we're talking about affordable housing, Now the question is why do this for a fort? Why do this?"
04_16_2019,affordable housing,I want to see it used. There's some places in [ORGANIZATION] that I want to see this article used. because we want to make sure we use every tool in the toolbox to keep affordable housing.
04_16_2019,affordable housing,"DATE0 we can possibly move this along, but going forward, the benefits, the public benefits, and I'm a big proponent, just as you are, many of us, on on [ORGANIZATION] and the percentage, the MI, because we want to truly make it affordable for people that live and want to live in that area that wouldn't normally be able to live in that area. So that's something that my votes going forward would be predicated on those public benefits, and certainly the benefits to the developers themselves. We have to look very carefully because this is taxpayers' money that we're doling out, and we want to make sure there is a true public benefit to the community."
04_16_2019,affordable housing,"After talking to Mr. [PERSON] for [TIME], You know, I was inclined, I had a lot of questions about this, but after conversation with him, I will vote for this, the affordable housing component. There's a, the city owns a parking garage that we're going to sell to them. That this is not a tax break of any kind that has never come before us at this point."
04_16_2019,affordable housing,"And we will have all of that information. There is a connection, though, between the tax break. seeking that and an understanding that this council very fairly looks upon the affordable housing aspect of this."
06_25_2024,homeless,"We pray for the homeless, that this deliberative body will understand how we can address the need for everybody. To have a safe roof over their heads. We pray for those that are mentally ill, Lord."
03_30_2021,homeless,"But because of some internal issues, we didn't get it filed, but it is here now. I want to thank all the residents who stood up and got involved because there was something happening that [ORGANIZATION] was putting a facility for  children, homeless youth in their district. And some people on the surface might think that, why are we fighting against that?"
03_30_2021,homeless,"Well, we're fighting because they weren't informed. So they wanted to open up a youth center or youth housing [INSTITUTION] in their community without a single conversation to them, with them. And this has been going on, have been planned since [ORGANIZATION]."
05_21_2020,homeless,"So the reason I would be, if we heard absolutely nothing, if nothing changed, that we would come back to the table before [ORGANIZATION], I mean, before [LOCATION], would be because we'd be homeless, basically, is how I equate it. Then you have to make some different types of decisions. The second thing and final for me is that the same [STREET] that right now the administration isn't doing a loan package because they're waiting."
05_03_2022,affordable housing,"And these are very large historic structures that house well over 200 units. And where we're at within the neighborhood is these buildings could have been sold off and been market rate apartments for $1,500 a pop. And I was thrilled that when [ORGANIZATION] had purchased and acquired these properties and having a commitment and being an affordable housing developer and making sure that folks that have lived there for generations are able to live in these buildings and live in them with dignity and security."
06_27_2023,homelessness,"majority of those are from [ORGANIZATION] and the majority of those are from the city of [PERSON]. That work has evolved dramatically over [ORGANIZATION], particularly as we receive more data information telling us how not only are LGBTQ young people at higher risk for suicide, homelessness, drug addiction, but particularly black LGBTQ young people are at even higher risks of suicide, homelessness, and drug addiction. And so by being able to be in the community, being able to be held up and recognized by our community leaders is really the most important thing that we can do so that they know that they're, as the Councilman pointed out, don't feel like there's something wrong with them."
06_27_2023,homeless,"Motion to send to CD items four through 19. Second by [ORGANIZATION] Member [PERSON]. On item four, this is the [INSTITUTION] area."
05_14_2019,housing crisis,"Now as much as we would like to say great job Mayor [PERSON] for the economic development, the economic resurgence that we're experiencing here, there are some extraneous factors that we're facing and have to contend with as well. as it relates to the housing crisis that we're going through, as it relates to the displacement of folks living in their homes for [ORGANIZATION], who now, because of rental hikes and rental increases, have been displaced. I believe that housing should be a human right, as a lot of advocates have stated in the past, and that people should not have to live in their homes in fear of eviction or in fear of displacement."
