created_at,user_location,tweet_geo,tweet_country,place_type,is_retweet,keywords_matched,Deidentified_text
2024-12-28T17:03:26.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T17:01:34.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:58:07.000Z,"Manhattan, NY ",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:55:40.000Z,Ilfeld und ganz Europa,,,,True,homeless,"[ORGANIZATION]: This is [ORGANIZATION], [PERSON], [ORGANIZATION]

Homeless People Stand And [ORGANIZATION].

Hi [USER], in [ORGANIZATION] people are Pooping on the [STREET]…"
2024-12-28T16:54:53.000Z,United States,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:54:53.000Z,United States,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:53:09.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:52:29.000Z,"Kansas City, MO",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:51:45.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:51:13.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:50:55.000Z,,,,,False,"homeless, homelessness","[USER] [USER] ORG0 ([ORGANIZATION], editor) has a long history of promoting men competing in women sports, race-baiting, drug decriminalization, defunding police, homelessness, [PERSON] and ORG2.
 
They contributed to the (D)estruction of Portlan(D)."
2024-12-28T16:50:24.000Z,"Beaumont,CA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:49:44.000Z,"Guadalajara, Jalisco",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:49:12.000Z,"Texas, USA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:47:36.000Z,"Texas, USA",,,,True,homeless,"[ORGANIZATION]: This is [ORGANIZATION], [PERSON], [ORGANIZATION]

Homeless People Stand And [ORGANIZATION].

Hi [USER], in [ORGANIZATION] people are Pooping on the [STREET]…"
2024-12-28T16:47:06.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:46:27.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:45:51.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:43:27.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:42:48.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:42:08.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:41:07.000Z,"Texas, USA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:40:44.000Z,"Nevada, USA",,,,True,homeless,"RT [USER]: Someone tossed an incendiary device into a truck clearing homeless encampments in [ORGANIZATION].

These heroes are committed…"
2024-12-28T16:39:18.000Z,Republic of Texas,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:38:55.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:38:25.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:37:22.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:36:57.000Z,,,,,False,"homeless, homelessness","[ORGANIZATION] Like [ORGANIZATION],  [PERSON] is considered primo real-estate for homelessness and drug use. Junkies actually choose to travel from other states to live on the streets in these drug friendly sanctuaries. They know they won't be arrested or forced to get clean."
2024-12-28T16:36:02.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:34:09.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:33:59.000Z,"Arkansas, USA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:33:06.000Z,Jersey Shore,,,,True,homeless,"RT [USER]: Someone tossed an incendiary device into a truck clearing homeless encampments in [ORGANIZATION].

These heroes are committed…"
2024-12-28T16:32:44.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:26:38.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:24:41.000Z,"Oregon, USA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:22:53.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:22:50.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:22:10.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:16:59.000Z,"TheVillages, FL",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:16:10.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:15:22.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:14:07.000Z,"Boston, MA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:10:38.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:10:35.000Z,Northern Badlands of Yorkshire,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:09:30.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:08:54.000Z,Where my plane takes me,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:08:30.000Z,FL,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:07:07.000Z,Peckham/Paris/New York,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T16:01:55.000Z,💥🇺🇸 Eye of the Storm 🇺🇸💥,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:59:56.000Z,Texas as in TEXIT,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:57:09.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:56:09.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:55:08.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:51:55.000Z,"Erie, PA, USA, Earth",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:51:38.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:51:25.000Z,,,,,True,,"RT [USER]: #[PERSON] #MEpolitics
GPE1 [PERSON] DATE0 'Collective' Goals
1.)Fight Climate Change -Keep buildings above water
2.)Affordable H…"
2024-12-28T15:51:22.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:50:39.000Z,United States,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:46:00.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:44:56.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:44:10.000Z,"Fairfield, CA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:42:44.000Z,"Phoenix, Arizona",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:42:18.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:41:06.000Z,Canada,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:38:30.000Z,"Sedalia, MO",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:38:04.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:37:02.000Z,Da Bronx,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:35:08.000Z,"Goodyear, AZ",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:33:59.000Z,,,,,True,homeless,RT [USER]: [INSTITUTION] waste is being dumped into a [ORGANIZATION] neighborhood sewer [URL]
2024-12-28T15:30:11.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:29:43.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:29:38.000Z,United States,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:27:35.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:27:24.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:26:13.000Z,,,,,True,"homeless, homelessness","RT [USER]: Like clockwork, local politicians in [ORGANIZATION], [PERSON], decide that more money is all that's needed to solve homelessness…"
2024-12-28T15:24:42.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:24:00.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:21:35.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:18:13.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:18:09.000Z,Tennessee,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:17:59.000Z,"Bengaluru, India",,,,True,homeless,"[ORGANIZATION]: This is [ORGANIZATION], [PERSON], [ORGANIZATION]

Homeless People Stand And [ORGANIZATION].

Hi [USER], in [ORGANIZATION] people are Pooping on the [STREET]…"
2024-12-28T15:17:46.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:17:43.000Z,"Omaha, NE",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:16:23.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:14:39.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:13:33.000Z,"Pennsylvania, USA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:13:10.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:10:23.000Z,"Florida, USA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:09:51.000Z,Minnesota,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:09:37.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:09:35.000Z,"Oregon, USA",,,,True,"homeless, homelessness","RT [USER]: Like clockwork, local politicians in [ORGANIZATION], [PERSON], decide that more money is all that's needed to solve homelessness…"
2024-12-28T15:09:23.000Z,On the couch near the dog,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:09:09.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:08:46.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:02:36.000Z,"Arlington,VA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T15:01:57.000Z,,,,,False,affordable housing,"[ORGANIZATION] education is a failure that the Dems are happy to support because of the unions. ""Affordable housing"" makes housing more expensive. Check [ORGANIZATION], [PERSON] for reference. You have lost no reproductive rights. Reproduce as much as you wish. 🤣"
2024-12-28T14:57:06.000Z,,,,,True,homeless,RT [USER]: Breaking: arson attack on rapid response cleanup during a homeless camp sweep in north [ORGANIZATION] [URL]…
2024-12-28T14:55:56.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:55:41.000Z,"Sublimity, OR",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:55:16.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:53:55.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:52:39.000Z,"Kansas, USA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:51:01.000Z,US,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:50:20.000Z,United States,,,,True,,"RT [USER]: #[PERSON] #MEpolitics
GPE1 [PERSON] DATE0 'Collective' Goals
1.)Fight Climate Change -Keep buildings above water
2.)Affordable H…"
2024-12-28T14:50:01.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:45:48.000Z,TX,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:43:57.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:43:40.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:39:43.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:37:47.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:36:52.000Z,"Florida, USA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:36:03.000Z,Utah,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:34:22.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:34:15.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:34:05.000Z,"Dover, NJ 0925",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:33:33.000Z,United States,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:29:52.000Z,"In the meadow, USA 🇺🇸🇺🇸",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:25:47.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:25:20.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:20:29.000Z,"Sublimity, OR",,,,True,homeless,RT [USER]: Breaking: arson attack on rapid response cleanup during a homeless camp sweep in north [ORGANIZATION] [URL]…
2024-12-28T14:17:52.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:17:08.000Z,"Killeen, TX",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:14:45.000Z,"Massachusetts, USA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:13:22.000Z,,,,,False,homeless,"[USER] Unfortunately great N American cities like [ORGANIZATION], [PERSON], [ORGANIZATION], [PERSON] are now genuinely scary…homeless people on [PERSON] and worse, tragic scenes [ORGANIZATION] on what were once smart, safe streets. Avoid."
2024-12-28T14:13:13.000Z,"Connecticut, USA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:13:13.000Z,who cares,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:11:02.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:09:38.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:07:52.000Z,"Oregon, USA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:07:07.000Z,USA,,,,False,"homeless, homelessness","[USER] GPE0 GPE1 offers housing to the  homeless and it does nothing to solve the problem. [ORGANIZATION] has spent 20 billion on the problem and still has one of the largest homeless populations, fixing  homelessness  has just become another government money laundering operation."
2024-12-28T14:06:20.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:05:44.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:04:48.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:04:40.000Z,,,,,True,homeless,RT [USER]: [INSTITUTION] waste is being dumped into a [ORGANIZATION] neighborhood sewer [URL]
2024-12-28T14:03:32.000Z,अखंड भारत ,,,,True,homeless,"[ORGANIZATION]: This is [ORGANIZATION], [PERSON], [ORGANIZATION]

Homeless People Stand And [ORGANIZATION].

Hi [USER], in [ORGANIZATION] people are Pooping on the [STREET]…"
2024-12-28T14:03:25.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:03:25.000Z,अखंड भारत ,,,,True,homeless,RT [USER]: [USER] This is [ORGANIZATION] : a dirty homeless man [ORGANIZATION] on the [STREET].  [PERSON] [USER] [URL]
2024-12-28T14:02:45.000Z,VENUS 🤷‍♀️,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T14:01:17.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T13:55:22.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T13:51:15.000Z,"Shithole, NJ",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T13:50:59.000Z,"Minnesota, USA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T13:43:57.000Z,center of the world,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T13:42:53.000Z,"Altoona, IA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T13:40:51.000Z,,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T13:39:34.000Z,,,,,True,homeless,RT [USER]: Breaking: arson attack on rapid response cleanup during a homeless camp sweep in north [ORGANIZATION] [URL]…
2024-12-28T13:38:19.000Z,"Everett, MA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T13:34:32.000Z,India,,,,True,homeless,"[ORGANIZATION]: This is [ORGANIZATION], [PERSON], [ORGANIZATION]

Homeless People Stand And [ORGANIZATION].

Hi [USER], in [ORGANIZATION] people are Pooping on the [STREET]…"
2024-12-28T13:33:55.000Z,Peripatetic,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T13:29:30.000Z,Appalachiastan,,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T13:28:31.000Z,"Alabama, USA",,,,True,homeless,RT [USER]: Breaking: A taxpayer-funded clean up crew attending to a homeless encampment in north [ORGANIZATION] had their van set on fire in…
2024-12-28T13:27:07.000Z,"Austin, Texas",,,,True,"homeless, homelessness","RT [USER]: Like clockwork, local politicians in [ORGANIZATION], [PERSON], decide that more money is all that's needed to solve homelessness…"
