created_at,user_location,tweet_geo,tweet_country,place_type,is_retweet,keywords_matched,Deidentified_text,city
2024-11-15T05:42:08.000Z,"Kalamazoo, MI",,,,False,"homeless, homelessness","[ORGANIZATION] increased mental health treatment using proven methods for [ORGANIZATION], especially focusing on [ORGANIZATION] and homeless folks. Also research effective and proven strategies for reducing homelessness and implement them in [ORGANIZATION], then roll them out to other cities.",kalamazoo
2024-11-15T17:00:46.000Z,West Michigan,,,,False,,Several new housing projects will be underway in [ORGANIZATION]. [URL],kalamazoo
2024-11-15T19:09:46.000Z,"Dublin, Ireland",,,,False,housing crisis,"One thing's clear from talking to residents around [ORGANIZATION] and FAC0 - people need a change from ORG0ORG1; ORG2. Many people are pointing to the housing crisis as a major issue, which the government has no desire to solve. It's time to end DATE0 of ORG3 and [LOCATION]. [URL]",rockford
2024-11-16T03:11:41.000Z,"710 W Market st Greensboro, NC",,,,False,homeless,"PERSON0 I need you to edit it because she wasn’t homeless and she had her own [STREET].  Baby girl was visiting her mother, her father had custody. I’m from [ORGANIZATION] and she wasn’t found near [ORGANIZATION] she was found in [PERSON]. I was on my [STREET] to class [ORGANIZATION] she was found.",fayetteville
2024-11-16T13:58:15.000Z,"Kalamazoo, MI",,,,False,,"3[LOCATION] leaders give the green light for support in three housing projects 

[URL]",kalamazoo
2024-11-16T20:37:27.000Z,,,,,False,homeless,"[USER] My favorite thing [ORGANIZATION] did when he was mirror in [ORGANIZATION], [ORGANIZATION] was cover the city in lime bikes that the homeless could throw in the river. Brilliant guy. 

Maybe if he’s president we can have lime bikes for the homeless to throw around all over the [PERSON]!",south bend
2024-11-18T03:52:25.000Z,Michigan,,,,False,homeless,"Fun fact--the homeless population is growing in [ORGANIZATION] and its not just because of bad policies. Cities and towns around the state send their homeless to [ORGANIZATION], as do some other states. I met a homeless mother with a teenage daughter from [PERSON]. When her home was destroyed in",kalamazoo
2024-11-18T18:00:07.000Z,"Rockford, IL",,,,False,housing crisis,The $45 million project hopes to solve part of [ORGANIZATION]'s housing crisis. [URL],rockford
2024-11-19T04:00:04.000Z,West Michigan,,,,False,"homeless, homelessness","New [ORGANIZATION] home aims to help homelessness and addiction
[URL]",kalamazoo
2024-11-19T15:12:20.000Z,Michigan,,,,False,homeless,[USER] GPE0 It doesn't help when cities around the state put their homeless on buses and send them to [PERSON].  [ORGANIZATION] in other states does this as well.,kalamazoo
2024-11-19T22:09:44.000Z,,,,,False,homeless,"[USER] DoD---if would be great to take their empty buildings and make them [ORGANIZATION].  Make it like habitat and have the Vets who are able to help to do so.  [ORGANIZATION], [PERSON] did a great job in a homeless community there.  That concept could work in these empty buildings.",fayetteville
2024-11-20T03:57:09.000Z,United States,,,,False,,[ORGANIZATION] Mayor [ORGANIZATION] discusses President-Elect PERSON1's immigration policies [ORGANIZATION],south bend
2024-11-20T06:47:14.000Z,"Wisconsin, USA",,,,False,homeless,[ORGANIZATION] non-profit that supports the homeless could shut down GPE1GPE2  [URL],rockford
2024-11-20T09:16:54.000Z,Illinois,,,,False,homeless,"[ORGANIZATION] non-profit that supports the homeless could shut down 
Source: [URL] WTVO WQRF [URL]",rockford
2024-11-20T14:16:23.000Z,"Michigan, USA",,,,False,homeless,[USER] [USER] [ORGANIZATION] is a homeless mess.,kalamazoo
2024-11-20T14:25:43.000Z,"Rockford, IL",,,,False,affordable housing,"A new proposal sets out to create affordable housing for veterans — ranging from studio apartments at this old bank site to townhomes on vacant land — at nine locations in the area. 

[URL]",rockford
2024-11-20T17:36:04.000Z,,,,,False,homeless,[ORGANIZATION] is hosting their DATE0 Sleep Out event to bring awareness to the homeless population of [ORGANIZATION]. If you can participate please fill out the link below👇 This is a great social action event! [ORGANIZATION]; Clothing donation is needed for admission [URL],fayetteville
2024-11-20T22:12:57.000Z,,,,,False,homeless,"[USER] [USER] Notice how liberals fastidiously avoid the homeless, illegals, and blacks they say they love so much.  The [ORGANIZATION] sent PERSON1 to [PERSON].  Now isn't that special.  Guess where PERSON2 lived when he was in [ORGANIZATION]?  Hint:  not on FAC0 or FAC1.",south bend
2024-11-21T02:30:03.000Z,West Michigan,,,,False,homeless,"Plans to convert [ORGANIZATION] hotel into [INSTITUTION] being re-evaluated
[URL]",kalamazoo
2024-11-21T08:29:39.000Z,"South Bend, IN",,,,False,homeless,"813 S. FAC0 ([ORGANIZATION])
[ORGANIZATION] 

#[PERSON]",south bend
2024-11-21T16:00:01.000Z,"Rockford, IL",,,,False,homeless,"ICYMI: [ORGANIZATION] stands by as dozens of those in need walk through Miss [PERSON] on [ORGANIZATION] [TIME]. Volunteers for the charity gather sack lunches, blankets, gloves and more without questions for the mostly homeless men and women entering. [URL]",rockford
2024-11-21T16:57:24.000Z,"Kalamazoo, MI",,,,False,homeless,"LOCAL NEWS - Plans to convert [ORGANIZATION] hotel into [INSTITUTION] cancelled after lofty $5.2M pricetag goes public 

[URL]",kalamazoo
2024-11-21T22:08:42.000Z,,,,,False,homeless,"PERSON0 Oh, why not.. [ORGANIZATION],  or [PERSON]? You know if you go to [ORGANIZATION] you can see live homeless Americans just walking up and down FAC0.",rockford
2024-11-21T23:58:24.000Z,earth,,,,False,homeless,"[USER] Have you seen the streets in [ORGANIZATION], GPE1,GPE2 and [PERSON]? Crime is rampant and streets filled with homeless and illegals. Shame on you!!!!",rockford
2024-11-22T01:53:50.000Z,,,,,False,affordable housing,Affordable housing and access to healthy food go hand in hand. [ORGANIZATION] needs policies that prioritize both to tackle poverty at its root. #FoodSecurity,fayetteville
2024-11-23T03:44:09.000Z,USA,,,,False,,"[ORGANIZATION] Mayor [ORGANIZATION] discusses President-Elect PERSON1's immigration policies [URL]
Ikibatsi mutual net.",south bend
2024-11-23T19:55:15.000Z,,,,,False,affordable housing,"[ORGANIZATION]’s FAC0 is undergoing major changes to address housing challenges in one of its most under-resourced areas. The #FAC1 initiative plans affordable housing renovations, but progress depends on securing competitive [ORGANIZATION] funding.
[URL]",fayetteville
2024-11-23T20:01:37.000Z,,,,,False,"housing crisis, affordable housing","[ORGANIZATION] area in [ORGANIZATION] is facing a housing crisis. 40% of people in this area live in poverty, and the city lacks 20,000 affordable housing units. Initiatives like [ORGANIZATION] to fix old housing, but progress depends on securing funding. [URL]",fayetteville
2024-11-23T22:41:00.000Z,22,,,,False,housing crisis,yall should sign the [ORGANIZATION] housing crisis petition  [URL],fayetteville
2024-11-25T05:24:04.000Z,,,,,False,,Schools in the FAC0 area struggle due to high poverty rates. We need to invest in resources and build community partnerships to improve outcomes for students. [ORGANIZATION] should be our priority. [URL],fayetteville
2024-11-25T05:25:36.000Z,,,,,False,affordable housing,"Affordable housing is hard to find in [ORGANIZATION], especially around [ORGANIZATION]. Efforts are being made to renovate public housing and create mixed-income communities. We need systemic change to support families! [ORGANIZATION]:[ORGANIZATION] Housing Plan",fayetteville
2024-11-25T13:14:43.000Z,,,,,False,affordable housing,Investing in affordable housing on FAC0 means investing in [ORGANIZATION]’s future. Let’s make sure everyone has a safe [STREET] to call home. #AffordableHousingNow,fayetteville
2024-11-25T14:00:02.000Z,"Kalamazoo, Michigan",,,,False,"homeless, homelessness","[ORGANIZATION] is [LOCATION], and [ORGANIZATION] is seeing a DATE2 high in their homeless population according to the [ORGANIZATION] count.
[URL]",kalamazoo
2024-11-26T11:45:05.000Z,"Virginia Beach, VA",,,,False,homeless,"[USER] [USER] [USER] Seriously? Liberal states/cities are more prosperous?? They have the biggest crime rates, the most homeless, the most poverty. Look at [ORGANIZATION], [PERSON], [ORGANIZATION], [PERSON], and GPE4 for starters.",baltimore
2024-11-26T12:24:00.000Z,"Buffalo, N.Y.",,,,False,homeless,[ORGANIZATION] and [PERSON] are carrying on their father's tradition of living among [ORGANIZATION]'s homeless for [ORGANIZATION]. [URL],buffalo
2024-11-26T13:12:43.000Z,"Buffalo, N.Y.",,,,False,homeless,[ORGANIZATION] from [ORGANIZATION] is carrying on the family tradition of living with [ORGANIZATION]'s homeless during [ORGANIZATION]. He tells us about how [TIME] went. [URL],buffalo
2024-11-26T14:03:57.000Z,"Baltimore, Maryland",,,,False,,[USER] Better question for [ORGANIZATION] is why won’t people move to neighborhoods where the housing is affordable. [ORGANIZATION] is the cheapest city on [ORGANIZATION]. And can’t you dissect the market forces that dictate building luxury rather than affordable? What has changed?,baltimore
2024-11-26T15:00:06.000Z,"Buffalo, NY",,,,False,homeless,"A homeless crisis is being felt in nearly every community across [ORGANIZATION], making outreach programs even more vital. The state announced [ORGANIZATION] the expansion of its [ORGANIZATION] program, which started trying to help certain upstate regions in [LOCATION]. [URL]",buffalo
2024-11-26T15:46:18.000Z,"El Paso, Texas",,,,False,,"A win for my office, and one we've been working on for [ORGANIZATION]! Reducing crime and recidivism isn't just attained by policing and jailing individuals. I'm proud to lead the [STREET] in dedicating more resources to social services that truly help people.

[ORGANIZATION]",el paso
2024-11-26T16:04:39.000Z,,,,,False,affordable housing,"[USER] [USER] “Wow one town”

Plenty of affordable housing.  Right down the [STREET]:

[URL]",scranton
2024-11-26T17:05:32.000Z,"Kalamazoo, MI",,,,False,"homeless, affordable housing","Asking people about challenges of finding affordable housing in [ORGANIZATION] area:

""The housing situation here is beyond abysmal! I feel even worse for the poor/homeless. The county/city cant seem to get their shit together to address the problem,"" one said. [URL]",kalamazoo
2024-11-26T17:21:05.000Z,"San Antonio, TX",,,,False,,The burglary suspect who allegedly stabbed an [ORGANIZATION] says this is what he has to do to eat. [URL] [URL],el paso
2024-11-26T17:24:37.000Z,"Mishawaka, IN",,,,False,homeless,"The deal to build a new homeless intake center in [ORGANIZATION] is close to completion.
[URL]",south bend
2024-11-26T18:35:00.000Z,New York State,,,,False,affordable housing,"[ORGANIZATION] celebrates the opening of ORG1 in [ORGANIZATION], a $8.4M transformation of the former ORG2. Supported by a $750K [ORGANIZATION] Better [ORGANIZATION] Fund loan, the project creates affordable housing and revitalized commercial space. Details: [URL]",buffalo
2024-11-26T20:18:21.000Z,"Columbia, SC",,,,False,homeless,"Our [ORGANIZATION] team and their families spent DATE0 delivering turkeys and all the trimmings to two local convents, helping them serve the homeless community. 

Additionally, they hand-delivered [LOCATION] meal baskets to eight families in need! 🦃🍽️ #SEFL #LTL #trucking [URL]",el paso
2024-11-26T20:55:00.000Z,"Kentucky, USA",,,,False,homeless,[USER] [USER] Did you take [PERSON]? I stepped over homeless people at the [ORGANIZATION] station and [ORGANIZATION] is the safest area in the city. I lived in [PERSON] and GPE2 too. So you can’t out city me. Nice try though.,baltimore
2024-11-26T21:57:38.000Z,"Grand Rapids, Mich.",,,,False,affordable housing,[ORGANIZATION] is celebrating the first of ten new affordable housing units at a mobile home park near FAC0: [URL],kalamazoo
2024-11-26T23:30:03.000Z,"Rochester, NY USA",,,,False,homeless,"[ORGANIZATION] back [ORGANIZATION] has always searched for a [STREET] to call home.

One of 14 kids, he as in and out of homeless shelters and foster care as his parents struggled to support the family.

""It was the hardest time of my life.""

[URL]",buffalo
2024-11-27T03:31:33.000Z,,,,,False,homeless,"[USER] Reminds me of the semi homeless people I used to see drinking pitchers of beer at [TIME] on a weekday, back when I worked at a fish bar in [ORGANIZATION].",baltimore
2024-11-27T11:00:02.000Z,"South Bend, Indiana",,,,False,,"Plans for a new 'FAC0' call for laundry facilities, a commercial kitchen and outdoor gathering space.

 [URL]",south bend
2024-11-27T12:33:03.000Z,Michigan,,,,False,"homeless, homelessness",[LOCATION]-funded mobile homes arrive for families facing homelessness [URL],kalamazoo
2024-11-27T13:13:00.000Z,,,,,False,homeless,"[ORGANIZATION], [PERSON]   Homeless man stabs [ORGANIZATION] guard over chicken wings, says jail is worth a meal.  [URL]",el paso
2024-11-27T16:16:01.000Z,Texas,,,,False,homeless,"SFC PERSON0 of [ORGANIZATION], was honored by Rep. [PERSON]amp; [ORGANIZATION] for her community impact; housing 11 homeless vets, helping 9 secure jobs, &amp; supporting at-risk youth. A true example of selfless service!

[URL] [URL]",el paso
2024-11-27T18:39:18.000Z,,,,,False,"homeless, homelessness","[USER] sure, increased crime, homelessness, and taxes.  Toxic stew.  Cities have and will fail in these situations.  [ORGANIZATION], [PERSON], [ORGANIZATION], [PERSON].",buffalo
2024-11-27T22:03:03.000Z,"Maryland, US",,,,False,homeless,PERSON0 Marylanders: [ORGANIZATION] woman known for feeding the homeless has [STREET] named in her honor.  [URL],baltimore
2024-11-28T00:45:06.000Z,"Mishawaka, IN",,,,False,homeless,"Turning heartbreak into hope, a [ORGANIZATION] family is honoring their daughter's memory by feeding the homeless [ORGANIZATION].
READ MORE: [URL] [URL]",south bend
2024-11-28T02:18:36.000Z,"El Paso, Texas",,,,False,,A church in central [ORGANIZATION] brought [ORGANIZATION] cheer to the community in need. [URL],el paso
2024-11-28T02:19:56.000Z,"El Paso, Texas",,,,False,"homeless, homelessness","ORG0 on FAC0 gave out over 100 free meals at [ORGANIZATION], a local nonprofit aiding those experiencing homelessness. [URL]",el paso
2024-11-28T05:00:18.000Z,"South Bend, IN",,,,False,,"The purchase by the city should allow the long-planned, frequently-opposed project to move forward. [URL]",south bend
2024-11-28T09:47:19.000Z,"Bengaluru, India",,,,False,homeless,"It breaks my heart watching this.💔

This is [ORGANIZATION].
The tech capital of [PERSON].
Home to the world's brightest minds.
AND the biggest tech companies

Is also the most unsafe [STREET] I've been to.
Half of the streets are filled with:

- homeless
- mentally unstable
- high on [URL]",san francisco
2024-11-28T12:57:49.000Z,California,,,,False,"homeless, homelessness","[USER] [USER] [USER] PERSON0 GPE0, [PERSON], [PERSON]? No, we are thinking about the homelessness and crime and drug use of large, blue cities.",san francisco
2024-11-28T16:30:12.000Z,"Mishawaka, IN",,,,False,homeless,"#[PERSON]: A [ORGANIZATION] family served [ORGANIZATION] dinner to more than 100 homeless people [LOCATION], and are planning on helping even more DATE2!

[LOCATION]",south bend
2024-11-28T17:03:05.000Z,"San Antonio, TX",,,,False,,"'PERSON0 IS WORTH A MEAL' 
The burglary suspect who allegedly stabbed an [ORGANIZATION] guard in [LOCATION], says this is what he has to do to eat. [URL] [URL]",el paso
2024-11-29T12:31:06.000Z,Worldwide,,,,False,affordable housing,"GPE2G0 [ORGANIZATION] of 340-Unit FAC0 Affordable Housing Community in [ORGANIZATION] Metro Market: [PERSON], GPE2 - GPE2G0 acquired an affordable housing community outside of [PERSON], [PERSON], preserving 340… [URL] #Multifamily #News [URL]",portland
2024-11-29T12:38:49.000Z,Perth WA Australia,,,,False,"homeless, homelessness",Do you want real change?Help from the harsh cost of living.Making multinationals and billionaires pay tax.Stopping the big fish corrupting major Governments. Money for poor people. No more homelessness.Action on high rents. No more poverty.White Buffalo [ORGANIZATION] [URL],buffalo
2024-11-30T05:31:06.000Z,,,,,False,,[USER] [USER] [USER] [USER] [URL],portland
2024-11-30T11:33:35.000Z,,,,,False,"homeless, homelessness","Ignorance on steroids, but then again, we are talking [ORGANIZATION]: ""[ORGANIZATION] has many problems facing its residents, including earthquakes, wildfires, and housing crises. People are dealing with heightened crime rates in cities like [PERSON] and GPE2. Homelessness",san francisco
2024-11-30T16:48:29.000Z,"Kalamazoo, MI",,,,False,affordable housing,1. Ten new homes mark the start of an affordable housing project for low-income families near [LOCATION]. [URL],kalamazoo
2024-11-30T18:18:34.000Z,,,,,False,"homeless, homelessness","[USER] [USER] [USER] “I really hate seeing the [STREET] homelessness affects people in [ORGANIZATION].”

“Well, you can’t be upset about that unless you’re just as upset about homelessness in [PERSON].”

“Uhh… okay, dude.”",el paso
2024-11-30T22:00:06.000Z,"El Paso, Texas",,,,False,,"""I am willing to go to jail as long as I eat,"" the suspect told police.  [URL]",el paso
2024-12-01T17:36:54.000Z,,,,,False,homeless,"all of [ORGANIZATION] designs are live, with any [ORGANIZATION] proceeds [PERSON] going to ORG2 in [ORGANIZATION]

[URL] [URL]",south bend
2024-12-01T17:52:05.000Z,,,,,False,homeless,[USER] [USER] I did that for the [ORGANIZATION] no show game . Now I’m homeless . Maybe put it on [PERSON] at home in a snow storm and keep the house,buffalo
2024-12-02T02:31:50.000Z,,,,,False,homeless,[ORGANIZATION] looks totally out of their element in snowed in [PERSON] maybe if they lined front rows of stands with homeless people they might feel more at home,buffalo
2024-12-02T04:07:34.000Z,,,,,False,homeless,"[USER] PERSON0 [PERSON] please do not go to [ORGANIZATION], it’s a waste of taxpayer money. Use that money for homeless veterans please! [PERSON]",scranton
2024-12-02T09:32:06.000Z,,,,,False,homeless,[USER] [USER] [USER] This woman is deeply mentally ill and likely not mentally capable of holding a job or functioning in normal society. There are hundreds/thousands of homeless in [ORGANIZATION] just like her. The humane thing would be for the [ORGANIZATION] or some private company to open facilities for them,portland
2024-12-02T13:12:30.000Z,New York City,,,,False,affordable housing,"[ORGANIZATION] at [ADDRESS], [ORGANIZATION], [PERSON] [URL] [URL]",san francisco
2024-12-02T14:00:56.000Z,,,,,False,"homeless, homelessness","[ORGANIZATION] is dedicated to ending [PERSON], and to help [ORGANIZATION], we bring the resources to them. Every second [DATE], [ORGANIZATION] and our partners come to [PERSON] at [ADDRESS], [ORGANIZATION], [PERSON], from [TIME]
#[ORGANIZATION] #EndingVeteranHomelessness [URL]",kalamazoo
2024-12-02T14:16:47.000Z,,,,,False,homeless,"Did your Black flunky mayor get the🐀[ORGANIZATION]'s memo 2 stick it 2 Rump instead of serving you by refusing 2 deport migrants + give them Black taxpayers'💰 4 shelter+food while Black citizens go homeless? [ORGANIZATION] mayors did.

 Charity starts at 🏠.

[URL]",baltimore
2024-12-02T18:09:19.000Z,Eternity,,,,False,homeless,"[ORGANIZATION] sues [ORGANIZATION] church that provides homeless services

PERSON1  [URL]",el paso
2024-12-02T19:05:33.000Z,"El Paso, Texas",,,,False,homeless,"A [ORGANIZATION] homeless man died after he was struck by a vehicle DATE1 evening, [ORGANIZATION], in [ORGANIZATION], according to [PERSON]. [URL]",el paso
2024-12-02T19:19:11.000Z,"Baltimore, MD",,,,False,affordable housing,"On [ORGANIZATION] of the term, [ORGANIZATION] is poised to pass some major legislation [URL]
Two bills would generate funds to pay for [USER]'s plan to rehab vacants and build affordable housing. Another would rezone the [ORGANIZATION] corridor. [URL]",baltimore
2024-12-02T21:45:00.000Z,"Washington, D.C.",,,,False,"affordable housing, unhoused","[ORGANIZATION] Mayor [USER] highlights the grand opening of a new 100% affordable housing project that will provide 70 new permanently affordable homes and on-site social services for low-income residents and previously unhoused adults.
[URL]",san francisco
2024-12-02T22:30:51.000Z,"Baltimore, MD",,,,False,affordable housing,DATE0 Afternoon Headlines: Here are the candidates for [ORGANIZATION] interim executive; [ORGANIZATION] set to approve bills for affordable housing and FAC0 rezoning; AIDS Quilt portion on display in [ORGANIZATION]; and more. [URL],baltimore
2024-12-02T23:07:26.000Z,"Portland, OR",,,,False,homeless,"[USER] [USER] [USER] $99,250 per homeless person with zero data to show how the $99,250 is spent or what percentage is spent on the human. And go ahead and add all the extra spending by [ORGANIZATION] and [ORGANIZATION] on it. It’s a jobs program, nothing more.",portland
2024-12-03T00:38:15.000Z,"Portland, OR",,,,False,homeless,"Just saw a [ORGANIZATION] fan on the streets here in [ORGANIZATION]. And no, he wasn’t homeless. 

Are [PERSON]….?",portland
2024-12-03T03:53:33.000Z,"Oakland, CA",,,,False,"homeless, homelessness","Pirates! 
[ORGANIZATION] crashing out! 

[ORGANIZATION] Estuary problems with piracy, homelessness on water persist amid budget woes - [ORGANIZATION] [URL]",san francisco
2024-12-03T13:00:53.000Z,,,,,False,homeless,"[USER] Largest state debt of any 50 states. Highest homeless population. In [ORGANIZATION], you can shit on the sidewalk without any repercussions. Yeah, [PERSON], [ORGANIZATION].",san francisco
2024-12-03T13:02:04.000Z,"El Paso, Texas",,,,False,homeless,"[ORGANIZATION] -- GPE0 Police: A [ORGANIZATION] homeless man died after he was struck by a vehicle DATE1 evening, [ORGANIZATION], in [LOCATION].
[URL]",el paso
2024-12-03T15:07:14.000Z,"Jerusalem, Israel",,,,False,homeless,"[USER] homeless people take giant dumps in the middle of [ORGANIZATION] streets.

you're a putz.",san francisco
2024-12-03T15:50:09.000Z,"Baltimore, MD",,,,False,homeless,"Support [PERSON] in need [ORGANIZATION]! Your gift to [ORGANIZATION] helps provide critical services to homeless #[PERSON], empowering them through rehabilitation, job training, [ORGANIZATION]; mental health support. Donate now: [URL] [URL]",baltimore
2024-12-03T16:23:12.000Z,United States,,,,False,"homeless, homelessness","[USER] Can we do something about reducing homelessness especially right in the middle of downtown [ORGANIZATION]? If I was a business owner down there, I would be so mad I would pack up and leave.",kalamazoo
2024-12-03T20:33:54.000Z,USA,,,,False,"homeless, unhoused","[USER] [USER] [USER] I'm not even going to argue this since it's so ridiculous, but what about the unhoused homeless? [ORGANIZATION], [PERSON], [ORGANIZATION], [PERSON]. You have to step over tents... This is insane.",portland
2024-12-04T03:08:23.000Z,"Buffalo, New York ",,,,False,affordable housing,"More unites us than divides us:  We all want this city of neighborhoods to thrive. We want a world-class education for our children, healthy  food options, affordable housing, and a [STREET] we're proud to call home. 

That's why I'm running for mayor. 
[URL]",buffalo
2024-12-04T14:49:13.000Z,,,,,False,homeless,[USER] It’s all likely earmarked to be built by [ORGANIZATION]  with less fiscal efficiency than [ORGANIZATION] homeless apartments.,san francisco
2024-12-04T15:00:20.000Z,"Annapolis, Maryland",,,,False,,.[USER] [ORGANIZATION] #AffordableHousing #Housing #Rent #Mortgage #Home #Apartment #[PERSON] #MDcounties [URL] [URL],baltimore
2024-12-04T16:15:00.000Z,Little Rock AR,,,,False,housing crisis,"Winds of change in [ORGANIZATION]: [ORGANIZATION] ousts incumbent PERSON1 in mayor's race on platform focused on the city's housing crisis, improving public transit. [ORGANIZATION] reports.
#[PERSON] #arpx #arnews [URL]",fayetteville
2024-12-04T17:33:12.000Z,"Baltimore, Maryland",,,,False,"homeless, homelessness","Thousands of [ORGANIZATION] students are absent for a large portion of [ORGANIZATION] due to issues like homelessness, food insecurity, unsafe neighborhoods and bullying. There are no easy solutions, but in small corners of the city, mentoring organizations like [ORGANIZATION] are trying [URL]",baltimore
2024-12-04T18:15:50.000Z,USA,,,,False,homeless,"[ORGANIZATION]. ...when a buyer does not emerge, [PERSON] will finally have a [STREET] to house at least a small portion of its tens of thousands of homeless crackheads.  [URL]",san francisco
2024-12-04T22:29:48.000Z,,,,,False,homeless,[ORGANIZATION] I live next to [ORGANIZATION] it’s nothing druggies and homeless not to mention my car getting broken into while we were at dinner off FAC0.,portland
2024-12-04T23:43:39.000Z,,,,,False,,[ORGANIZATION],buffalo
2024-12-05T11:47:05.000Z,"San Antonio, TX",,,,False,affordable housing,"[ORGANIZATION] [URL]
[ORGANIZATION] is a new rental housing community on the [LOCATION] side, off FAC0 and FAC1. [URL]",el paso
2024-12-05T12:33:02.000Z,"Kalamazoo, MI",,,,False,"homeless, homelessness","As student homelessness rises, program aims to house 150 families by [PERSON]",kalamazoo
2024-12-05T13:25:26.000Z,,,,,False,homeless,ORG0 You have homeless people in [ORGANIZATION] and you're paying a Sex Consultation. We need to know how much she and her program was paid.  [ORGANIZATION] to dig into [ORGANIZATION] and where the money goes.,baltimore
2024-12-05T14:56:18.000Z,"Nebraska, USA",,,,False,homeless,"[USER] [USER]    You are full of crap.  There will be more homeless by the end of your first term than there are now.  People are dying on the streets of [ORGANIZATION] and you and your ilk don't give a damn.  You don't even talk a good talk.  Step by step, what will you do?",portland
2024-12-05T18:05:39.000Z,,,,,False,homeless,"[USER] [USER] If they tried that in [ORGANIZATION] or [PERSON], there would be a homeless city set up under there within [TIME].",san francisco
2024-12-05T18:15:00.000Z,"Hastings, Kearney, & GI, NE",,,,False,homeless,"The [ORGANIZATION] community is always so generous, &amp; FAC0 is very grateful! Your giving [ORGANIZATION] through [ORGANIZATION] will allow us to finish up our [ORGANIZATION] Kitchen renovation project &amp; continue providing vital food services for the homeless &amp; needy in [PERSON]! [URL]",buffalo
2024-12-05T21:47:58.000Z,"South Bend, IN","South Bend, IN",United States,city,False,unhoused,"Thanks to [ORGANIZATION] for inviting [USER] [ORGANIZATION]amp; I to join your table at the [USER] [ORGANIZATION]. After an especially cold night, it was wonderful to be surrounded by the warmth of many individuals who support caring for our unhoused neighbors. [PERSON]",south bend
2024-12-06T00:12:08.000Z,"Portland, Oregon",,,,False,affordable housing,"[ORGANIZATION] recently approved six new [ORGANIZATION] (TIF) districts, which will provide major funding over [ORGANIZATION] for targeted affordable housing investments.

Learn more 👇 [URL]",portland
2024-12-06T00:12:13.000Z,baltimore ,,,,False,affordable housing,Our very own [ORGANIZATION] [USER] was honored [TIME] as a [ORGANIZATION] change maker. Her indefatigable commitment to long term affordable housing has built an entire ecosystem of land trusts we love you Dr PERSON1 #40under40 [URL],baltimore
2024-12-06T01:30:06.000Z,"South Bend, Indiana",,,,False,,The luncheon also gives a platform for people to tell their stories. [PERSON],south bend
2024-12-06T03:30:11.000Z,"Rockford, IL",,,,False,,"As warming centers protect those without a stable shelter, there is one big challenge: reduced capacity.  [URL]",rockford
2024-12-06T13:00:10.000Z,"Fayetteville, NC",,,,False,unhoused,Construction of the future FAC0 in [ORGANIZATION] will have an impact to some of the city's unhoused residents. [URL],fayetteville
2024-12-06T14:30:49.000Z,settler colonial land in MI,,,,False,"homeless, homelessness","👇🏽 [USER] [USER] PERSON0 PERSON1 [USER] [USER] PERSON2 
As student homelessness rises, program aims to house 150 families by [ORGANIZATION] [URL]",kalamazoo
2024-12-06T16:13:47.000Z,Oregon,,,,False,homeless,"[USER] [ORGANIZATION] now has over 27,000 registered NGO’s and non-profits. 
Many NGO’s are funded by government grants. 

💰💰 In DATE0 spent 530 million on homeless. 
[ORGANIZATION] and [PERSON] handed out 50 Million from the Inflation Reduction Act 
-Your Administration",portland
2024-12-06T16:42:52.000Z,Florida,,,,False,homeless,"[PERSON] This guy sucks under a smidge of chat heat. Great job, [ORGANIZATION]. Random black homeless people plucked off the streets of [ORGANIZATION] would make better financial decisions than your management 😆",baltimore
2024-12-06T19:51:42.000Z,"Portland, Oregon",,,,False,homeless,The #[PERSON] Color [ORGANIZATION]amp; [ORGANIZATION]. [URL],portland
2024-12-06T22:33:16.000Z,USA ,,,,False,affordable housing,PERSON0 You couldn’t even fill the potholes in [ORGANIZATION]. You forced Americans out of jobs and affordable housing to favor illegals. [ORGANIZATION] is still a shithole.,south bend
2024-12-06T23:00:02.000Z,"Hastings, Kearney, & GI, NE",,,,False,homeless,THANK YOU [ORGANIZATION] for participating in Give Where You Live Day! Your generous donations have enabled [ORGANIZATION] to update our [ORGANIZATION] Kitchen to provide food services for even more hurting &amp; homeless [ORGANIZATION] families in [ORGANIZATION]!  [URL] [URL],buffalo
2024-12-07T02:00:08.000Z,NY,,,,False,homeless,"[ORGANIZATION], a rookie on [ORGANIZATION], was homeless as a child and pays tribute to the man who changed his life: his “big brother” PERSON1. They are telling the extraordinary bond between them. [URL]",buffalo
2024-12-07T02:12:19.000Z,"Ohio, USA",,,,False,homeless,[USER] I think he meant because [ORGANIZATION]’s homeless rate is much higher than [PERSON].,buffalo
2024-12-07T17:19:20.000Z,TRU,,,,False,homeless,I tell you what [ORGANIZATION] better not ever talk about [PERSON] being dirty again I think we about even. I done seen a lady takin a shit outside and a homeless guy laying on some steps with a big ass rat like it was a bunk bed within [TIME] lol,baltimore
2024-12-07T19:14:47.000Z,"Rockford, IL",,,,False,homeless,"I know this isn’t what I normally post, but since I had [ORGANIZATION] off, we spent DATE1 giving back to the community. My mom put together a group and we were in downtown [ORGANIZATION] putting out warm gear for the homeless. Have DATE2 and so excited to play again DATE3! [URL]",rockford
2024-12-07T20:18:32.000Z,,,,,False,homeless,"[USER] [USER] - enforce the laws around drugs, for both dealers and users.
- make [ORGANIZATION] less hospitable to the homeless. ([ORGANIZATION], a city of over 2.5mm is being held hostage by ~12k homeless) No handing out tents, eliminate drug ecosystems, no [TIME] camping.",portland
