date,matched_words,Deidentified_paragraph
,homeless; homelessness,"Okay, thank you. Thank you. okay thank you councilwoman [PERSON] we'll now move to the fifth district councilman PERSON1 thank you president [PERSON] um thank you for your presentation PERSON3 it was very uh thorough and informative uh it appeared that a lot of focus is being placed on assisting homeless uh individuals  One is being done outside directly providing housing to identify the root cause of homelessness in our area and to hopefully help reduce it."
,homeless; homelessness,"Yep, so what's being done? So I think it's important to know that the city does not provide direct services, but we are working with homeless service providers who are more on the ground and dealing. And a lot of the service providers are on the implementation group speaking to  kind of the need to understand the current status of the different levels of homelessness."
,homelessness,"And so that's given us a great perspective on truly what's happening at ground level. I'm not sure if that answers your question, [PERSON]. A little bit, but the recommendations and the ideas here seem to do a lot to assist people who are currently experiencing homelessness."
,homeless; homelessness,"My question is more, is the city taking a look and trying to identify why people are homeless and to try to implement solutions to prevent homelessness other than actually providing housing? Yeah, so I think the creation of the implementation group was definitely speaking to prevention and intervention as well. And so those conversations have been had within our conversations in [ORGANIZATION] and [LOCATION]."
,homelessness,"I appreciated your regional chart that you provided at the beginning, and I couldn't help but notice that  Based on a quick review, it seems that we have a disproportionately high number of people experiencing homelessness in our area versus other parts of the state. Do you have an idea of why that might be? That's a great question."
,affordable housing,"Um,  I think I kind of had two takeaways from the listening to the meetings, and one of those was one that coordination is key. And even though providers kind of meet regularly, that even just having a coordinator to connect the dots between neighborhoods and services and food pantries and, you know, job training programs and  affordable housing opportunities and things like that. Somebody to just connect the dots for folks is crucial."
,affordable housing,"And so that was kind of the two takeaways. I do have a question, and I would like [ORGANIZATION] to answer this and kind of explain a little bit the housing trust concept. Really, I think building affordable housing for all levels of income folks is crucial."
,homelessness,"And that gets back to Councilman [ORGANIZATION]'s point was, okay, we've got folks that are already experiencing homelessness. How can we keep others from getting to that point? So, [PERSON], could you take [TIME] and explain the housing trust and how that would work and kind of what the benefit of that is?"
,homelessness,"And then you can put that in a housing trust fund, and that would produce maybe $400,000 a year to be used for services. And then if there's additional funds, people could put them, say we decide we're going to give a little of the gaming money away,  to homelessness [ORGANIZATION]. You could put it in there"
,homelessness,"Thank you, Mr. [PERSON], for that thorough synopsis of our homelessness and where we are. It's been a pleasure working on [ORGANIZATION] since [ORGANIZATION] and glad that we have made a lot of strides. We definitely have a long [STREET] to go."
,homeless,"But my questions are, if there's a possibility to get best we can, the council, the breakdown of the homeless, as we know. I know I don't know if everyone is still operating in silos, but who is manding the homeless list as far as the motels for now? FAC0, [ORGANIZATION], FAC1."
,homelessness,"And that is going to be a major blow to our most vulnerable population across the state, including the homelessness. So and also mental health services have been cut. And I'm wondering if we are looking at ways and means to try to provide services for mental health and substance abuse that have been lacking."
,homeless,"So thank you, [PERSON]. I will definitely look into that list that you're referring to as far as tracking the different homeless individuals.  within different parties and organizations. And then also thank you for sharing the information as far as legislative affairs downstate as it relates to the cutting of funding for substance abuse and mental health services."
,homelessness,"I just know that a vision can be completed without funds. And the money that is going in for homelessness and the emergency funds, that's not going to support an active program that you guys are trying to deliver and also implement. I'm just telling you right now, I'm in favor of an increased funding  of funding for the programs that are desired and also needed in this community."
,homeless,"So I want to say thank you for doing a real professional job managing everybody and keeping the agenda moving. I only have a few, just a question of the chart that you showed that we had about 500 people that are homeless in the city. And of those 500, how many have been housed recently?"
,homeless,"substance abuse so those are big issues of why people end up homeless so I would just like to say that it would be good to know that or to form a group that will be looking into making sure that [ORGANIZATION] is getting their fair share of of that those monies and also those opportunities so  That's all I have. But again, thank you, [ORGANIZATION]."
,homelessness,And I really hope that these things will be implemented because I think we have the willpower to be able to end homelessness in [ORGANIZATION]. I think we can get it done. So thank you very much.
,homelessness,"Absolutely, and I can definitely, I can add that to my list of follow-ups, President [PERSON], as far as kind of, you know, the regional approach, those active conversations to join together on solutions and how, you know, how they see success and failure and how we've seen success and failure and to have a coordinated effort in our response to homelessness. Again, thank you for a wonderful presentation and we want to thank all of the members of the task force for your efforts, your expertise, your commitment to the work that is before us. And please know that we sincerely thank you as well."
,homeless,You moved so quickly after the homeless thing. I looked away for a second. I apologize.
,homeless,"[ORGANIZATION], [ORGANIZATION], [ORGANIZATION], [PERSON]. Unfortunately, there was no public input. I sat through the hour-long homeless presentation."
,homeless,"And if they don't want to have a homeless center in their city, that's all fine and good. But all these things that we want to implement always come down to budgetary shortfalls and problems. So these homeless folks are  from our entire community."
,homeless,"But I think it's something that should have been done [DATE]. And hopefully somebody can reach out to [ORGANIZATION] and say, hey, look, can you implement the process and get it started? And maybe we can generate some funding to help this homeless issue."
,homelessness,"This is kind of to address the concern of [ORGANIZATION]. So basically, [PERSON], this is, you know, what we're trying to do is to build a pretty broad coalition, first with the city of [ORGANIZATION] and the county. I'm addressing [ORGANIZATION] to hopefully get them to agree conceptually to You know move forward to kind of reimagine how county government addresses issues like homelessness because we generally haven't been involved in things like that Before you know, we build bridges and roads and take care of ORG1 but this is something that I believe that we need to be involved in and  for a lot of different reasons."
,affordable housing,"These, where you see in red, [ORGANIZATION] will be building a low-income affordable housing building. It will have 60 units. dedicated to households earning 30 to 60% of the area median income."
,affordable housing,"The reconfirming resolution for the multifamily low-income housing, as you can see on your screen providing the tax abatement estimates, these are city-owned lots, but if they had been privately owned. The areas in red would be bringing in about $1100 a year and tax revenues for the city. After the completion of the project and taking into account that this will be a low income affordable housing building, the expected [ORGANIZATION] taxes will be about $40,000."
,affordable housing,"And I think it's perhaps even a little more ironic that [TIME], when we have great news about the professional sports  in convention development area but we have this project right across the [STREET] from the ballpark um you know that whole area is is um really doing well and we we believe the ballpark has had a lot to do with that there's been a lot of other things going on um and the fact that [ORGANIZATION] is involved in this affordable housing project  is very exciting for me. I'm on the board of [ORGANIZATION], and I'm very excited for the ball club and ORG2 to have some additional discussions as to how that space can be utilized by ORG2, that perhaps we can have some sort of joint effort."
,affordable housing,"We're in the very early stages of it, and, you know, there's nothing we can really say definitively at this point, but  So it's these kinds of things that when the city works together and the council and the administration and the very businesses down there, that really wonderful things happening. More affordable housing, you know, filling in empty spaces near the ballpark and helping individuals with special needs as well. So I wholeheartedly support this tax abatement."
,homeless,"Mr. [PERSON] has done a lot of great work giving back to the community, [ORGANIZATION] and with the homeless and all of these wonderful opportunities to give back to the community. So thank you for developing and building a new [ORGANIZATION] in the first district. Thank you."
,homeless; homelessness,"The question was homelessness. That particular spot where you're at literally is a bed for many residents that are here in [ORGANIZATION], homeless residents. Has there been any discussion with the city on how that looks further on down the line after apartments come online?"
,affordable housing,"So I can't say that there's a definitive answer. plan in [STREET] for the encampments until the affordable units are online. And as we've heard [TIME], there's multiple affordable housing developments coming, but those take [ORGANIZATION]."
,homelessness,"[ORGANIZATION] is sitting there as well. No one has been able to solve homelessness problems.  because there's so many issues that create it. But one thing that we can be is very, very intentional about our efforts and very sensitive to what's happening as well at the same time."
,homelessness,"It doesn't solve homelessness, but it would solve it go a long [STREET] to solving the problem you're currently experiencing with tents being erected on that property. Thank you. Any other questions at this time?"
,homeless,"[PERSON], will you please read Resolution 20-41, please? Yes. 20-41, a resolution of [ORGANIZATION], [ORGANIZATION], acknowledging and thanking Pastor [PERSON] for his kindness and advocacy for [PERSON] homeless. And I do know that we have a sponsor that sponsors ORG1 member PERSON2."
,homeless,"Okay, the resolution of [ORGANIZATION] acknowledging and thanking [ORGANIZATION] for his kindness and advocacy for [ORGANIZATION]'s homeless. Whereas the word doulos is Greek word meaning bond servant, and whereas [ORGANIZATION] has been living up to its name since [ORGANIZATION] by providing food, clothing, and short-term emergency housing for homeless veterans, families, and individuals And we're asking [ORGANIZATION] as a senior pastor at ORG2."
,homeless,"And we're asked [PERSON] has made his life's mission to minister to the needs and both physically and spiritually of the most vulnerable members of our society. And whereas [PERSON] is known throughout the community primarily for trying to meet the needs of the homeless by opening the facilities of [ORGANIZATION] to provide shelter, warmth during the cold.  or a [STREET] for rest when they are rejected by others. And whereas, [PERSON] again stepped up [ORGANIZATION] during the homeless crisis in [ORGANIZATION] area after city officials order homeless tents removed from a city on lot and no one else came to their rescue."
,homeless,"And whereas, Pastor PERSON0 and his congregation  Welcome the homeless to this chapel's property to provide a [STREET] for them to gather and find rest for a short time. I lose my [STREET] when you move it. Give me a second."
,homeless; homelessness,"Whereas, although these acts of compassion should serve as an example to those more fortunate, they have instead at times drawn scorn and criticism. And whereas [ORGANIZATION] understands that chronic homelessness is a serious problem with many causes and not enough solutions, it also acknowledges and thanks those like [ORGANIZATION],  who go above and beyond to ease the immediate conditions while continuing to advocate for just permanent solutions. And whereas, although Pastor [PERSON] pursues his ministry with no thought of  of earthly reward other than improving the lives of those he served, he deserves not only recognition and gratitude, but also [ORGANIZATION] continued commitment to find just solutions for the homeless."
,homeless; homelessness,"And now therefore, let it be resolved by [ORGANIZATION] of [LOCATION] as follows, section one. ORG1 acknowledges and thanks Pastor PERSON0 for the work he does to serve the homeless in times of immediate crisis. Section 2, [ORGANIZATION] commits to work with those like [PERSON] to continue to find long-term solutions to the crisis of chronic homelessness."
,homeless,"It was just seeing the best in [ORGANIZATION]. We recognize [ORGANIZATION] we were called that there was potential for harm, that police officers may have been harmed if they had acted to remove the personal property. And, of course, the homeless would have been harmed."
,homelessness,Just want to thank [PERSON] and Mrs. [PERSON] for your service and your work and stepping up and helping in the city's time of need. And there's a lot of work that we still have yet to do. And just appreciate your service and what you have done for the homelessness in our community.
,unhoused,"ONE [ORGANIZATION] WHEN THERE ARE SO MANY ORGANIZATIONS AND FAITH-BASED GROUPS AND UNNAMED [ORGANIZATION]S THROUGHOUT THE CITY OVER DATE0 WHO HAVE HELPED AND PROVIDED ASSISTANCE TO THE [ORGANIZATION], INCLUDING THOSE SO VERY GENEROUS WHO WISH TO [PERSON]. There are so many we could name here, as you as you just said."
,homeless,"relief like just allowing for food, emergency food and shelter for individuals. And you know you've got a number of different issues that we're going to be dealing with.  with [ORGANIZATION]. And one of those is also providing housing assistance so that we can make sure that we don't have increase in homeless population and that we don't have folks that can't meet their rental income and get evicted from their homes."
,homeless,"Are there other sources of funding to do this instead of basically saying, hey, look, you residents who can afford to pay, we're just going to charge you more to.  to help the people who can't pay. And, you know, trust me, I've been out there with the homeless and needy people and doing what I can for anybody I can to help. And I know that help's needed, but we've got other places and other things we could look into."
,homeless,"We spent [ORGANIZATION], you know, doing the research, talking with key individuals throughout the state, but also looking at the best practices. And this is how this particular ordinance was passed. And we know that  just as we have a growing homeless population, we have the population within our community that are in need."
,homeless,"We were also awarded an additional allocation of CDBG of about $1.5 million. And you can see the various programs that went to support in [ORGANIZATION], as well as an additional allocation of [ORGANIZATION], the [ORGANIZATION] grant of similarly about $1.5 million. And the [ORGANIZATION] grant generally supports homeless initiatives."
,homeless,"And so that's where you see the bulk of the spending there. We also received a grant through the state, through [ORGANIZATION], for just under $600,000 to fund the homeless quarantine site. And then we also received an additional ORG1 grant, Justice [PERSON], through ORG2."
,homelessness,"We have a lot of initiatives going on for [ORGANIZATION], [ORGANIZATION], and ORG2 for the homelessness community and [ORGANIZATION]. And we also have food distribution that will be given out [ORGANIZATION] of DATE1 for ham and turkeys and a contribution to [LOCATION]. So just want to thank all of the council members for their support and participation in their concern and care for our community."
,affordable housing,"Thank you. Thank you very much.  [DATE], a resolution of [ORGANIZATION] of [ORGANIZATION], [ORGANIZATION], calling for a recommitment to the partnership between [ORGANIZATION] and [ORGANIZATION] to work together to create and implement an affordable housing plan for low-income residents of [ORGANIZATION]. Thank you."
,affordable housing,"yes it is [ORGANIZATION] jr [ADDRESS] second district councilman uh whereas on [ORGANIZATION] the common council created the solvent housing authority  pursuant to the U.S. Housing Act of DATE1 and the Acts of [ORGANIZATION], and whereas the Mayor of [ORGANIZATION] appoints each of the members of [ORGANIZATION], and whereas [ORGANIZATION] declares it is the mission of ORG1 to provide safe and affordable housing assistance to individuals and their families in a manner  that is respectful, professional, and service-oriented. ORG2 is committed to maximizing its existing resources and working in partnership with the community to assist residents in reaching individual and family goals, including those of self-sufficiency,  through education, increasing employment and home ownership opportunities. And whereas the [ORGANIZATION] goal is to provide housing that saved desirable affordable housing with superior services."
,affordable housing,"And whereas the need for affordable housing is now greater than ever before, generally  due to COVID-19 pandemic, but also more specifically due to the need of relocation of residents at FAC0. Whereas effective as of [ORGANIZATION],  [ORGANIZATION] public housing wait list is closed for all unit size and [ORGANIZATION] will not be accepting applications to further notice. And whereas the city of [ORGANIZATION] has a history of cooperation agreements with [ORGANIZATION] for construction of low income housing units dating back to [LOCATION]."
,affordable housing,"And whereas the current.  unique circumstances and increased need and additional availability of resources mandates the recommitment of both [ORGANIZATION] ORG1 and a part two-[STREET] partnership excuse me to a partnership to work together via the consolidated plan for the city  And whereas consolidating planning process serves as a framework of community wide dialogue to identify housing and community development priorities that align and focus funding from ORG2 formula block grant programs, community development block grant program, home investment partnership program, housing trust fund. emergency solution grants program and housing opportunities for persons with aids program and whereas under federal and state legislation resulting from coven 19 pandemic additional funding for affordable housing will be made available to [ORGANIZATION]  and [ORGANIZATION] to create a set-aside allocation via the Consolidation Plan Annual Action Plan Amendments for ORG3 GPE1. Now, therefore, let it be resolved by [LOCATION] of [LOCATION], [ORGANIZATION], as follows."
,affordable housing,"I would just like to say that we had great conversations with [ORGANIZATION] and. The vision and the new leadership and the direction that they're going is exciting. And as we all know that we need affordable housing in [ORGANIZATION], it's very important."
,affordable housing,"Just that I would like to welcome the new leadership at [ORGANIZATION]  [ORGANIZATION] needs committed and fair housing. And we have some pretty significant issues, as [ORGANIZATION] stated, with affordable housing stock in the city. So I'm hoping that we can make some very solid headway."
,affordable housing,"We greatly appreciate the partnership that's being presented here, the opportunity to work collaboratively with the city. We come to you as the largest affordable housing provider to the city of [ORGANIZATION], with over 800 units of public affordable housing and more than 2000 housing choice vouchers. We're engaging in a plan of growth within the city and we look forward to the opportunity to bring back  quality affordable housing, ensuring, as was indicated by the speaker earlier, that housing opportunities for low income persons are fairly applied through fair housing initiatives."
,affordable housing,"I want to thank the council for inviting us to see what they want to accomplish and how we meet in the middle. I think that often housing authorities are often shunned, sometimes forgotten. And so for this council in such a pivotal time, not just a pandemic, but the ongoing plight and legacy and need for affordable housing here in [ORGANIZATION], we are excited not only to bring a refreshed vision and a strategic opportunity to develop a  affordable housing."
,affordable housing,"and I would like to say as the first district council member in this area Um, I'm excited because everyone, everyone talks about affordable housing and all of that. But the only [STREET] that we as council people can advocate for it is when developers want to partner with the city to do it."
,affordable housing,So I  I'm excited when we talk about affordable housing and it being done in the first district. And so thank you. And I'm excited about it.
,homeless,"I think it'd be great to  make available at the community neighborhood centers, at schools. It's a workbook teaching kids how to deal with their emotions. And then I'm also talking to someone at [ORGANIZATION] about something that I found out that 40 to 60 percent of people in jail or homeless were in the foster care system."
,homeless,"So by the time people are shooting at each other, the problem's already well beyond where it should be. What we need to look at is how do we bolster up those foster care kids so they don't become part of the 40 to 60 percent for homeless and imprisonment."
,affordable housing,"I'm sorry. Don't you have to be fixed with just adding a few sentences of just the general substance? During this bill was raised and the topic of affordable housing was asked and answered, and this was asked and answered, and it could be fixed with just some general substance."
,homeless,"Where in terms of your care of the homeless that use the libraries for [DATE] centers, if you will. Yes. Thank you so much."
,affordable housing,"But over [ORGANIZATION], those homes will be built. We're also continuing to be the major funder of [ORGANIZATION], and we just established a community land trust here  here in the [ORGANIZATION] neighborhood to again, address the affordable housing component within the neighborhood. All right."
,affordable housing,"Thank you so much. PERSON0, could you read resolution 22-17, please?  [DATE], a resolution of [ORGANIZATION] of [ORGANIZATION], [ORGANIZATION], calling for the cooperation of [ORGANIZATION], [PERSON] and developers to create fund and implement an initiative to remove barriers to affordable housing in GPE2. Thank you."
,affordable housing,"You have [ORGANIZATION],  you have this still dealing with and have been confronted with a thousand houses [ORGANIZATION] with the lights the lots excuse me and the overgrown fields and weeds that we have to take care of because of the houses being knocked down you have the container home projects that are going to happen on [ORGANIZATION] [STREET] there has been two rounds of federal funding that has gone to administration  There has not been any affordable housing plans put together. You have a third coming in [LOCATION] around the DATE2 mark, which is going to be more millions of dollars for us to help plan and reduce or to bring up the area as it relates to housing. None of these things have been put on paper."
,homelessness,"There's the expansion of the cameras and the real-time crime center operations, including additional analysts. There's continuing investments in our homelessness strategy, animal [INSTITUTION], and then of course, we've talked about the fire negotiations. In terms of neighborhood and infrastructure, again, we prioritize the Rebuilding Our Streets initiative, make sure that we stay on top of paving our roads."
,homelessness,"And we're also going to be opening up to citizens and join too. But basically, it's got a couple purposes. One, to help the city of [ORGANIZATION], but directly it's to help the homelessness solutions."
,homelessness,and really it's trying to address a couple  safety and crime we've actually done a deep dive we've gone into um it's taken some time to put this together um but it's we've gone into the the gangs a little bit we've gone into the drugs of how they're being flowed through here we've gone into the homelessness as far as the streets  talking to them. We talked to the panhandlers.
,affordable housing,"While [ORGANIZATION]'s not part of this because they're building a single-family home, [PERSON] and the ORG2 are excited to rezone these properties to be consistent with the neighborhood plan that showed these for you, too, to allow for a mix of housing in this neighborhood, and in particular, housing that can be built as and remain as affordable housing in a neighborhood that has ever-changing demand. We're excited to see that they're going to be doing two duplexes and then the quad here on these southern portions. The one on the far right, which is actually the northernmost lot for FAC0, is actually going to be a single-family home."
,affordable housing,"Back in [ORGANIZATION], I was part of a group that began the [ORGANIZATION], and one of the things that we wanted to do was to preserve the neighborhood and preserve affordable housing in the neighborhood. And as things have morphed over [LOCATION], it's become more challenging to do that. But we have instituted what I think is a very exciting component of our plan, and that is a community land trust."
,affordable housing,And the three blots that the [ORGANIZATION] own will be community land trust homes and will be preserved for affordable housing for the foreseeable future. And so we appreciate your consideration of this so that it will –  improve the housing stock for individuals who need the housing. Thank you.
,homelessness,"Thank you so much. Awesome, awesome, thank you. So DATE0 I'm here before you to present an update on homelessness here."
,homeless,"So next slide please. So here here we have a point in time, a homeless count and C list which stands for coordinated entry and the coordinator entry is a tool that is used to assess and prioritize individuals for housing and services. It also helps communities prioritize assistance based on vulnerability.  and severity of services and needs."
,homeless,"And in [ORGANIZATION] and [LOCATION], we saw the totals of 413 and 516 homeless individuals that were accounted for. And so as as you continue to look at the the the next few bullet points here, you'll see that in that count DATE2 we we dropped significantly. And so I will."
,unhoused,"So the last time I was before you, before the council, I gave an update kind of on the mayor's implementation group, which convened in [ORGANIZATION] until [LOCATION] in which we put together a strong, robust, powerful network of peers that worked. As you can see, we had some elected officials, we had a few council members,  here as well on those on those [TIME] calls going into identifying and implementing or identifying and implementing strategies for both short term and longer term strategies as it relates to our unhoused population and also building a city that provides support and opportunity for all who call [ORGANIZATION] home. And within this implementation group, we felt that it was best to break it into subcommittees, which you'll see here at the bottom of the slide."
,homelessness,"But the subcommittee groups were much shorter, probably [DATE] for each subcommittee. Next slide, please. So within the culmination of the subcommittees and the mayor's implementation group, we came together to address homelessness and to recognize the situation."
,homeless,"So the last subcommittee we had, [ORGANIZATION], which the members came to expand some of the city's permanent supportive housing developments. They've also recommended to develop a housing trust fund to create a homeless coordinator position and then also support an education and advocacy campaign. Next slide, please."
,homeless,"So within what I when I just mentioned that we wanted to create a homeless, you know, a homeless coordinator position, we were able to do so and we were able to do so [ORGANIZATION]. This happened. This happened."
,homeless,"These are not city employees, but they, but it was a [ORGANIZATION] contract that we that we were able to [ORGANIZATION] and here are some of the. HERE ARE SOME OF THE DELIVERABLES HERE AS FAR AS COLLABORATING WITH VARIOUS GROUPS FOR THAT EDUCATIONAL CAMPAIGN TO MAKE SURE THAT WE'RE DISPELLING SOME OF THE [ORGANIZATION] AND REIMAGINING THE NARRATIVE AS IT RELATES TO OUR HOMELESS POPULATION. IMPROVING UPON THE COORDINATED ENTRY PROCESS, WHICH THAT TOOL IS VERY COMPLICATED, BUT AT THE END OF THE DAY, [PERSON] HAD A GREAT RUN AT TRYING TO MAKE IT MORE EFFICIENT AND [ORGANIZATION]."
,homeless,"And then as well as research for funding opportunities related to operations and a development of prospective initiatives such as a low barrier shelter and the expiration of that. And then also drafting, more importantly, drafting a [ORGANIZATION] services plan to address some of these existing and planned services that our homeless individuals are experiencing. Next slide, please."
,homeless,"[ORGANIZATION] slide, please. Here we have a funding breakdown of the [ORGANIZATION] homeless implementation budget. That 650 number, we wanted to, these things are happening and are in progress and have happened."
,homeless; unhoused,"And so wanted to note whether amnesty, permanent supportive housing, leasing, as well as low barrier shelter scope,  planning and preliminary design, as well as the homeless facilitators, the transfer bus passes, which for which which we have the dates there as well, and also still in denoting the countywide coordinator match as well, that that that's still in that that pot for the implementation budget. Next slide, please. So, so now we we get to [ORGANIZATION] and and we're we still have a line item for for these series of of initiatives, if you will, and recommendations and and making making note that that that most urban cores are contending with the increasing number of unhoused individuals, but this 650,000 total within implementation has been."
,homeless,"And we're hoping to have more detailed plans come forth in [ORGANIZATION] as far as the next steps for that project. Next, we have [ORGANIZATION], which we're continuing to look at funding for that project and outline the details on that plan. And then as well as [ORGANIZATION], the county has awarded them a million dollars for their renovation of their space."
,homelessness,"And and but it's contingent on a match, and so there has been a request from the city to match that that $1,000,000 for their for their for their renovations for their space. And so we will continue to have conversations with them in order to to accommodate that that request. I just wanted to make note here at the bottom that the [ORGANIZATION] includes 5.8 million of [ORGANIZATION] supported funds for county partnerships to address homelessness and mental health, which was mentioned in ORG2."
,homelessness,"And currently we're in [ORGANIZATION], which I was just me and a few other team members were just a part of in [ORGANIZATION].  in another session and hoping to compete for funding for another project similar or a little bit more innovative than the one at [ORGANIZATION]. So we're hoping to do more of a scatter site units, as you can see here, and hoping to kind of work towards that and have more updates here in the coming, in the middle of this  We're continuing ORG2, as stated before, and then also FAC0 with the county. We want to continue that and continue conversations to move that forward, as well as finalizing the community educational campaign, which is really going to be important that we've contracted with ORG3 in that aspect to put together –  a campaign that includes websites, that includes billboards, videos, just a [STREET] to be able to show the community truly what homelessness is and how to show our help and support moving forward."
,homeless; homelessness,"I was pleased to see that, at least based on the [ORGANIZATION] numbers, the overall local homeless population has decreased 50% over [ORGANIZATION], [DATE], 25% over [LOCATION]. What's your level of confidence in that number that it's a true reflection of a reduction in homelessness versus...  perhaps less effective tracking? So I will say, you know, like there were a few, as noted, the state report was there were some errors."
,homeless; homelessness,"So as far as confidence in the numbers, we have to go by what's accounted for. And I will say that there is a population of unseen homelessness or homeless individuals who aren't accounted for. So that number could very well fluctuate, in which we saw the fluctuation over [ORGANIZATION] since [LOCATION] and up until now."
,homeless; homelessness,I'll ask you the same question that I asked you [ORGANIZATION]. a lot of focus and I think wonderful work in assisting those that are homeless and a lot of attention being put into potential housing solutions either with partners or provided by the city one other than providing housing or making that connection to actual housing what efforts is the city doing to actually reduce homelessness rather than just assisting
,homeless,"So I will say that the city we do not provide direct service to the homeless, but also but will say that we will do everything that we can to continue to provide a social social net network for for vulnerable population. So as you can, as noted on on the presentation, we have a very we had we we took on those recommendations from the community. From from the from the members of the home the mayor's implementation group."
,homelessness,"And I think it encompasses the work that we've all put together to address this very complex issue. So I will say that a lot of the deliverables and actions that we have in the works address the reduction and prevention of homelessness in [ORGANIZATION] to come. Great, I look forward to that."
,homeless; homelessness,"Thank you, Mr. [PERSON]. As everyone knows, I spend a great deal of my time working in this wheelhouse of providing for homeless. We have now had, I think at last count, three studies done as to what are the best approaches for [ORGANIZATION] to address the homelessness."
,homeless,"And in each of those studies, we have had three studies done. And I think at last count, three studies done as to  It has identified a full-time, permanent homeless coordinator position. And when [PERSON] was hired, she was actually doing research, not coordinating services."
,homelessness,"So I'm wondering why we are hesitating to fill a full-time, permanent position, as has been the recommendation now. in three different homelessness studies done in [ORGANIZATION]. The first two done under Mayor [PERSON]."
,homelessness,"I will say again that I mentioned in my presentation that homelessness will not be solved overnight, so I I'm happy to have those continue to have those conversations to push for a full time position so that so that we're all on the same page. Thank you."
,homeless,"Well, [ORGANIZATION], myself and my colleague to my left. Drafted, authored a resolution because [ORGANIZATION], which is in the second district, was taken over by folks who were homeless and just kind of like just staying over in that area. Um, we not only have that, but we also have the transient population that comes in and out from the center, from the homeless, which is the second district as well."
,homelessness,"So it just defies logical nature for something as critical as homelessness is and as sensitive as it is, because we're probably all one check away from it, that we will play.  uh with the idea or politicize the idea to where we're still trying to figure out the next step when we try to have this conversation [ORGANIZATION] we tried to have this conversation probably [LOCATION] and and probably DATE2 it just continues to go on and on um i hope it works i hope it works but i i i really find all of this to be very suspect at this point  Thank you for your comments. Thank you for your presentation."
,homelessness,"And I am honored to have been appointed to serve since [ORGANIZATION] on [ORGANIZATION] under former Mayor [PERSON]. So I commend the report and continue to look forward for us to work together on the low barrier, the crisis center that I was just appointed to by [ORGANIZATION] and also  continue to do this work. So I am hopeful that we'll continue to have a path forward through this very complex issue."
,homelessness,"So  As I mentioned, so it was essentially just with the reporting, we were getting mixed results. And you think about absenteeism and you think about tardiness, there are other things that affect that. So, you know, we're talking about homelessness, you talk about food insecurity, you talk about child care."
,homeless,"Mr. [PERSON]. Oh, with the homeless program specifically? Yes."
,unhoused,"Thank you. I'm also wondering, as we move into [ORGANIZATION] and [LOCATION], when temperatures tend to drop below 20 degrees, do we have any plans in [STREET] for a warming center for the unhoused?  in case those temperatures become unbearable on the streets? Yeah, I mean, the city has both a warming and cooling center in [DATE] protocol when temperatures get to a certain degree, and we can add clarity to that."
,homeless,"Thank you, President [PERSON]. I just wanted to read a statement from [ORGANIZATION]. In [ORGANIZATION], the point in time count for homeless individuals is occurring [LOCATION]."
,homeless,"The count includes homeless individuals, both sheltered and unsheltered. This is a [ORGANIZATION] endeavor carried out by [ORGANIZATION] in partnership with [ORGANIZATION]. The result of the point-in-time count are usually published by the ORG2 in [LOCATION] and are available for anyone who is interested."
,unhoused,"I just want to also state this number is a critical piece as we move forward in our planning for shelter and care for our unhoused in our community. So we'll have an updated count hopefully by [ORGANIZATION]. Thank you, [PERSON]."
,affordable housing,"they discussed  you know, affordable housing issue of this or this was the broad discussion that was had and then that question was answered by whomever. Or, you know, citizen member [ORGANIZATION] asked a question on this and that was answered by whomever answered the question. Thank you."
,affordable housing,"and I think there needs to be a broader discussion with how we measure the public private role in these projects and I'm not ready to go forward at this point with that is there anyone else I just would want to say that  being on the end of working with the neighborhood association and neighborhoods, neighborhood associations want to improve their neighborhoods and want to take on the challenge of creating affordable housing. As we all know, it is a challenge and sometimes it does sounds good in theory, but when it comes down to trying to figure it out and get it done, it's a little bit harder, a little bit more challenging than you anticipate."
,affordable housing,But what I do like the fact is that this was an opportunity for people to see really how creating affordable housing is not as easy as what people think it is. uh given them more time to be able to get the capacity to be able to do it I sat in the meetings I met the consultants we went and looked at houses we looked at manufactured houses we looked at stick build houses we looked at all kind of different ways uh to build it and
,homeless; homelessness,"Okay. Thank you.  [ORGANIZATION], a resolution of [ORGANIZATION] of [ORGANIZATION], [PERSON], addressing the emerging homelessness crisis, strongly encouraging Mayor [PERSON] to promptly prepare and present to [ORGANIZATION] an emergency temporary aid and shelter program to respond to the emerging homeless crisis and to prepare an ordinance declaring a state of emergency relating to the current homelessness crisis.  authorizing the suspension of certain regulations to facilitate ORG1 and providing for approval of such emergency services contracts as are necessary to support this program. And what the next step would be is that you need to entertain a motion  to override the mayor's veto."
,homeless,"Yes. The only comment I have is that I am really a bit sidelined by the idea of this particular [STREET] of action. The resolution was put out there to, in fact, help the homeless and also the people in [ORGANIZATION] area, which is the second district."
,homeless,"The intent from the very beginning was to bring it not only bring attention to the matter, but find some resolve that will support the neighborhood, the residents over there and also the folks who need it most. And those are the folks that are homeless. I have no more to say."
,homeless,"Thank you. So my goal is to care for the homeless and the unsheltered and the community impacted by this horrible situation. To me, our issues that need urgent and immediate attention."
,homelessness,"Homelessness is another of these issues. I know that I have been very passionate in my approach and I will continue to be passionate about these issues. What I would like to say to my fellow [ORGANIZATION] members is that I'm open to working with anyone, whether it includes modifying this resolution or creating legislation to move these very critical issues and the solutions to them forward."
