date,matched_words,Deidentified_paragraph
04_18_2023,homeless; homelessness,"THE CHRONIC HOMELESS POPULATION WILL NOT BE IMPACTED BY THAT INVESTMENT. So it sounds like that individuals who are facing chronic homelessness, that there's an intersectionality of mental health and other issues that maybe those individuals who may need rental assistance, they may not be facing. I think that's correct."
04_18_2023,homeless,"Yeah. Yeah, I just think that there's a different ROI for chronically homeless folks. And there's a deeper impact, but a more narrow impact."
04_18_2023,homelessness,"There are just 125 people going through chronic homelessness in our city. And so the intervention that actually works is higher on a cost per person basis. [ORGANIZATION], what are some of the challenges or that...  individuals with chronic homelessness they face that we may, let's say the average person may not know that that is a challenge."
04_18_2023,homelessness,And I keep thinking about that. the lifespan of individuals who are facing chronic homelessness. What would that lifespan be?
04_18_2023,homelessness,Unsheltered homelessness takes off your life expectancy [ORGANIZATION] of your life. DATE1. DATE2.
04_18_2023,homelessness,"For eight people who move from [ORGANIZATION] to supportive housing, eight more people can move from the [STREET] into the bridge housing community. This is how we humanely,  and wisely address chronic homelessness. And I really appreciate your outline [TIME] and you educating the council and the citizens of [ORGANIZATION] because a lot of people may not know the difference between chronic homelessness and the lifespan and the challenges that they're facing."
04_18_2023,homeless,"Good [TIME], everybody. My name is [ORGANIZATION]. I am a homeless man."
04_18_2023,homeless,"I don't take medication no more. Again, I'm a homeless man. I'm gonna live with that for the rest of my life."
04_18_2023,homeless,"The staff doesn't do it. So many people in the community come and they feed us. They take time out of [DATE] to come in and feed us, the homeless, right?"
04_18_2023,homeless,"I'm going to be homeless the rest of my life, so I'm never going to forget [ORGANIZATION] I lived out there. [PERSON] I starved, [PERSON] I didn't have dry clothing in wintertime or when it rained, or [PERSON] I didn't have a pillow, I didn't have a [STREET] to bathe, I didn't have a [STREET] to eat. So before you guys make your mind up, just giving money for housing, that's not what this is about."
04_18_2023,homeless,"I've become homeless since my grandmother passed. I'd also like to say that when I was homeless, it was a struggle for me because I had a lot of opportunities and goals I had to put on hold. But I am thankful to God and thankful to the people that did support me when I was homeless to be a part of it."
04_18_2023,affordable housing,But people had doubts in us that didn't think we would succeed. But we did because we stuck together as a community. But the reason why I feel about affordable housing is just a lot of us don't have the chance right now to better ourselves what we can do.
04_18_2023,homeless; affordable housing,"But so if y'all take into consideration affordable housing, not only are you helping people to achieve...  to the next level, but you're also helping people that's sick. You're helping people out there that's struggling, that ain't got it as easy as some people do when they're homeless. See, when my grandmother was living, you know, we had a band, me, my uncle, and two cousins."
04_18_2023,homeless,"But see, when I come homeless and she died, I had to put all that on hold. But since [ORGANIZATION] gave me the opportunity to get on my feet, things are better. You know, I made a lot of goals, were able to write music and, you know, work together as a community, like coming together, like doing chores and doing the things that people say they didn't think we could do."
04_18_2023,homeless; affordable housing,"So I'm thankful [DATE] for [ORGANIZATION] to give me this chance to get to this level and hopefully get to the next level. See, me and my wife, even though she's sick, too, we've been approved for housing, but we have nowhere to go. So affordable housing is very well a solution that you can really help this homeless problem, even though people out there are suffering, dying, and are very sick and really need this help."
04_18_2023,affordable housing,"See, there's some of us in [ORGANIZATION] who want to move forward. We want to show that difference. But if we're not giving affordable housing that we want to get into, then how can we make this possible?"
04_18_2023,homeless,"See, everybody can have their doubts, but they don't necessarily make it true. So I'm thankful to God [ORGANIZATION].  that [ORGANIZATION], like I said before, gave me a chance to achieve my goals and, you know, to make a difference that some people didn't think we could do. But just because we're homeless don't make us helpless."
04_18_2023,homeless,"Because homeless is a serious issue here. But if you want to fix it, it want us to show to you how much progress we can make. Then give us that chance."
04_18_2023,homeless; affordable housing,"You know, affordable housing, you know, you got to start somewhere, you know? And I know as us as a community of new beginnings and some of the homeless out here can make a difference, but it's a problem I'm not saying you can fix overnight. But who doesn't deserve a chance to better their self?"
04_18_2023,homelessness,"hi i'm [PERSON] i live at one north school [STREET] in public housing and um  I just want to say, according to the description, I guess I was DATE0 away from chronic homelessness at one time. And I didn't realize I was that close. And I'm very lucky to have the support systems I have."
04_18_2023,affordable housing,"But even if you can't imagine that, try to imagine living on $900 a month and knowing that affordable rent in [ORGANIZATION] is $1,500. So if we got this beautiful gift of [ORGANIZATION] start to get into affordable housing, I don't know where you'd go after that [ORGANIZATION]. It's not affordable for anybody that doesn't have it."
04_18_2023,affordable housing,real affordable housing which is saying you're going to pay 30% and [ORGANIZATION] has closed its doors to anybody they can't do it anymore They don't have those support systems and after talking to their [ORGANIZATION]. They're not doing anything extra and  Anything including a social worker is extra right now.
04_18_2023,homelessness,I don't want to see us looking at jails as our solution for homelessness. It's not a solution. There's no [STREET] for you to go from jail.
04_18_2023,homelessness,"I live at [DATE] [ORGANIZATION] here in [ORGANIZATION]. So I'm especially thankful for the back and forth that [ORGANIZATION] and [PERSON] had, because I think it's the most clarifying point for why this proposal has unique value. What you have in this proposal is addressing chronic homelessness  we all know that there's a wide variety of reasons why people are housing insecure."
04_18_2023,homelessness,"And as [ORGANIZATION] kind of mapped out on that first slide, there's a spectrum of ways that you address all the different reasons why people are housing insecure. So I think for that reason alone, this is a really, really good proposal to support because not only is it,  addressing that especially chronic situation in terms of homelessness. But it's also actually, although the cost is high upfront, is very cost effective."
04_18_2023,homelessness,"It will do nothing for the city long-term in terms of city costs. But if you put a million dollars into housing people who are in chronic poverty  situations of homelessness. You will ameliorate all kinds of costs, medical costs, police costs, city services."
04_18_2023,homelessness; affordable housing,"And there are lots of ways to do that, but there's not a single entity in city government doing that. And I'd like to suggest that we seriously consider an office about affordable housing and homelessness.  that could begin to really kind of coordinate this. And if it was up to me, I would hire [ORGANIZATION], but I'm sure there are other good people that would be available too."
04_18_2023,homeless,"And for so many reasons that I should probably just say, yeah, what they said and then go sit down, but you know me better than that. When we talk about folks who are homeless, a lot of folks think about broken people. But I want to be clear that this is, when we have folks living on our trails, in the woods, in people's yards, that's about a broken housing market."
04_18_2023,affordable housing,"If we expand our capacity, we make more affordable housing. That's what we need. This is a good [STREET] to do it."
04_18_2023,homeless,"uh i support [ORGANIZATION]'s uh proposal i'm not very good at talking to PERSON1 but uh it's okay as far as um the homeless community and whatnot as far as the new beginnings uh my friends that have been there they've i've seen their lives change right around just by being there the short time they have they went from having nothing and now they're like they're starting to become become in bloom i guess you'd say uh  As far as the trash and all that stuff that you guys have problems with, I'm in the trenches and I stay in the trenches. I don't live at [ORGANIZATION], but I'm in the program and going to be."
04_18_2023,homeless,"I've been homeless for [ORGANIZATION] in northwest [ORGANIZATION], and I've lived here my whole life. Anyways, I'm from here. So I love the rivers and the bike trail."
04_18_2023,homelessness; affordable housing,My name is [ORGANIZATION]. I live at [ADDRESS] here in [ORGANIZATION]. Some friends and I are very concerned about.  affordable housing and homelessness.
04_18_2023,homeless,"We are very disappointed with the city's decision to clean up the trash on the trails, meaning the homeless. If they don't have anywhere to live, giving them [ORGANIZATION] to move somewhere else is not going to do anything. I have been wondering about that property on [ORGANIZATION]."
04_18_2023,homeless,"Could we do some sort of taxing on rentals that  on the ORG0 rentals that don't have anyone living there? Most of the time they rent them for three, four, [TIME] a month and make enough to make a profit on them. Can we tax those high enough to make them, one, less profitable, and two, to raise money to help address this homeless issue?"
04_18_2023,homeless,"and I trust you read my letter, so I'll try not to repeat much of what I said. But I've been thinking about the people I know, people who have been in my life, who have been homeless at one time or another. For a long time, when my father was little, my grandparents didn't have anywhere to live."
04_18_2023,homeless,"And my grandfather worked full-time, as many homeless people do. And they camped wherever they could, wherever someone would give them permission to camp. Not campgrounds."
04_18_2023,homelessness,"[ORGANIZATION] often doesn't become apparent until someone is a young adult. He has since experienced homelessness, arrests and hospital stays, but he has a safety net, a family who does the best they can to keep him housed. But many people don't have that safety net."
04_18_2023,affordable housing,Please support [ORGANIZATION] for some affordable housing. The [ORGANIZATION] funds give us a great opportunity to make some progress in this area. And then let's get to work and figure out what to do next.
04_18_2023,unhoused,"So I spend a lot of time in community and in conversation with my unhoused neighbors. many of them who are chronically unhoused, as [ORGANIZATION] gave us such an amazing definition of. And I'm speaking in vigorous support of spending ORG0 money this [STREET] because of a language thing."
04_18_2023,homeless; unhoused,"And this is...  someone brought up the importance of being intentional with language [ORGANIZATION] and I just want to say that there's a difference in using the words homeless and unhoused because homeless is almost like a neutral thing like oh we don't know how they came to not be with a home whereas unhoused means it's a it's a conscious choice by people with resource and agency to be able to fix the problem choosing not to and  As I said, I'm in community and conversation with these people all the time, just walking down the [STREET], saying hello, asking people what they need, sometimes just sitting and listening to people. And almost every single one of these people that I know personally, I can think of like five that I see daily in my life whose lives would be transformed and turned around by a program like this."
04_18_2023,unhoused,Please protect the unhoused. Thank you. Thank you.
04_18_2023,homelessness,"The first thing that I want to say is that we all realize that homelessness is not a [ORGANIZATION] issue. [PERSON] is a regional issue. But I commend [ORGANIZATION] for all of the work  that you continue to do on behalf of those who are struggling finding housing, securing housing, and staying in housing."
04_18_2023,homelessness,"One of those things is collaboration. The continuum of care, our job, my job is to create a community response to end homelessness. My job is to look over our four counties, [ORGANIZATION], [PERSON], [ORGANIZATION], and [PERSON], and bring agencies and cities and stakeholders and concerned citizens together and say, how do we end homelessness in [ORGANIZATION]?"
04_18_2023,homeless,"My job is that one-stop shop where we get individuals, we assess them, we get their names, we get their information, we figure out what their vulnerability is. Since we started doing these assessments in [ORGANIZATION], we have done over 3,000 assessments. So over 3,000 individuals have at one point in time considered themselves literally homeless, not in emergency shelter, on the streets, somewhere."
04_18_2023,homeless,"These are individuals that are literally homeless at the time of the assessment. When their assessment score is super high, they qualify for what we call permanent supportive housing. That is that housing that we are talking about."
04_18_2023,homeless,"That is that housing for the chronically homeless individuals that we have in our area. Are the majority of our chronically homeless within the city of [ORGANIZATION]? Yes, absolutely."
04_18_2023,affordable housing,"So they sit holding the vouchers, holding [ORGANIZATION] money, essentially, that we cannot spend and become at risk of giving back to the government because we don't have the affordable housing with low barriers. Am I saying that, you know, six apartments, 60 apartments, 600 apartments is going to fix this? No, I'm not saying that."
04_18_2023,homeless,"But I am saying that we need to try. to at least put a dent in this brick wall that we have created, because on our by name list, we have over 320 individuals currently within [ORGANIZATION], who have identified themselves as literally homeless,  I have no [STREET] to send them. I can refer [ORGANIZATION] to [ORGANIZATION]."
04_18_2023,homeless,"and I think we need assistance with case management and all that for people at risk of losing their housing. Absolutely. Absolutely.  for these individuals who are chronically homeless, they don't even have a house."
04_18_2023,unhoused,I was just speaking with my therapist DATE0 about how I'm three cataclysmic life steps away from becoming unhoused or experiencing houselessness or being housing insecure. A lot of that statistically has to do with the fact that I am disabled. But I say three for this reason.
04_18_2023,homeless,"and then that ended, they would be back out on the [STREET] homeless. [ORGANIZATION]'s plan deals with long-term care of these people. I think it's really important to fund."
04_18_2023,homelessness,"And so that is really important to not think of [ORGANIZATION]'s plan as the end, but it's the beginning of finding a [STREET] for long term planning to deal with homelessness here in [ORGANIZATION]. Thanks. Thank you."
04_18_2023,unhoused,"I worked for a long time in clinical settings with populations of folks who were unhoused. I'm still learning the vernacular. I don't look like it, but I'm a lot older than you think."
04_18_2023,homeless,"And what I discovered is that in all my training and all of the work that I've done, I developed this clinical language that kept the experience that homeless people actually had at a distance. I could use clinical categories to discuss things about them. I could use theological concepts like sin and fallenness and so on and so forth about them."
04_18_2023,homeless,And then one day I had a breakthrough. It changed my ministry and my approach to it. And that was I sat down with a homeless person
04_18_2023,unhoused,"This was when I was the executive director of [ORGANIZATION], and we focused on clients who could not afford psychotherapy. And we had a social worker who helped unhoused people find resources to deal with the situation they were in. But this is the first time I'd actually sat down with someone and said, what's it like to be you?"
04_18_2023,unhoused,"And when I've gone to bigger and richer cities that have more unhoused populations and less care for them, it has disgusted me to my core. PERSON0, I believe is your name, brought up the thing that brought me here [ORGANIZATION] and [ORGANIZATION] repeated on it. I believe [PERSON] did as well."
04_18_2023,homeless,"We see parking garages and hideous student housing and very little aid going to our homeless population. And to a person, everyone I've spoken to about this is disgusted and infuriated by the direction that this town is going in these aspects. We have an opportunity to do better, to be better."
04_18_2023,homeless,"I've seen advertisements in [ORGANIZATION] calling [ORGANIZATION] the next [PERSON]. But if that means in [ORGANIZATION] I see hundreds of homeless people shivering one block over from thousands of partying bar goers, I will be disgusted to call this [STREET] home. You do not make your home beautiful by decorating it with the corpses of the less fortunate, and I do not want to live somewhere that pretties itself by pricing up the poor and throwing them in prison."
04_18_2023,homeless,"Thinking back to what [PERSON] said earlier about how the [ORGANIZATION] funds are for those who were disproportionately impacted by the pandemic and those who have been historically vulnerable. Working in the housing sector for [ORGANIZATION], I have seen that with the specific subset of chronic homeless folks. As [PERSON] described it earlier, you know, with the eviction moratorium that happened, we've seen fewer and fewer landlords that have been able to work with different housing programs and vouchers because they've had interest to recoup as well."
04_18_2023,homeless,"If someone comes and asks for rental assistance, I can at least  share some agencies that can assist with that. I know that there are [ORGANIZATION] grants, things like emergency solution grants that can offer what we call rapid rehousing, which is to help folks for [LOCATION] before they can maintain on their own. Also homeless prevention programs, many agencies apply and receive those DATE2 and do a great job administering those."
04_18_2023,homeless,"And of course we could always use more. But this is really a unicorn of an opportunity because it's not something that we have seen to help folks who are chronically homeless with permanent supportive housing. And while there are wonderful transitional housing programs in our community, what we find is that they do try to target the most vulnerable in our community."
04_18_2023,affordable housing,"So when folks do, if they've been lucky enough to have a voucher because they were on the list before it closed, try to find affordable housing. But that doesn't. you're really for a one bedroom allowed about seven hundred dollars"
04_18_2023,homeless; homelessness,"so if you look on [ORGANIZATION] right now there are two apartments in [ORGANIZATION] that are seven hundred dollars or less um and whether or not they will accept a voucher um and accept folks who might have barriers to housing like something on their criminal background um etc you're filtering even more folks how  So all that to just say that I just want to reiterate, this really is such a unique opportunity and I am pro all housing interventions. But I would just plead with the council to consider approving this proposal because I can't recall in [ORGANIZATION] something similar to this. My guess is that a lot of complaints you get from community members about folks who are homeless fall into the subset of chronic homelessness because there just aren't any housing opportunities for those folks or places for people to move on to, even when they're doing everything in their ability."
04_18_2023,homeless,"And I wanted to just not repeat some of the many great points that people have already given, but also to just give you some of the maybe some of the county perspective as well. Because we know that folks who are chronically homeless, we've seen that the longer that folks are homeless, the more likely they are to be criminally justice involved. Okay."
04_18_2023,homeless; unhoused,"So there's over 200 people in the jail sleeping on the floor. What we also know is that there are about, at any given time, there's about 100 people in the jail who are unhoused, who are homeless, who don't have a permanent residence. We also know that it costs about $30,000 per year, per individual, to house a person in the jail."
04_18_2023,affordable housing,"For example, we've given $1.9 million to [ORGANIZATION], which provides short-term transitional housing for people that are getting out of jail. It fills a needed gap. We just sent $1.7 million from emergency rental funding to ORG1 to help construct affordable housing."
04_18_2023,affordable housing,"Now, we know construction of affordable housing isn't necessarily the cheapest [STREET] to go about housing people, but it's going to fill a needed gap. Right. So, you know, those are some of the things I just wanted to kind of give the council, you know, some information from our end of things, you know, because not everybody watches, you know, every quorum [STREET] meeting."
04_18_2023,affordable housing,I got a question for you. I'd like you to answer. You said that you all spent $1.7 million for affordable housing.
04_18_2023,affordable housing,"Well, we said, if I'm looking at my numbers right, in [ORGANIZATION], we sent $1.7 million to  of our ORG1 funds to [ORGANIZATION] for affordable housing construction. But we got 5.7 million in all through the ORG1. So like the first round of that, I think the first 4 million, we sent to ORG2 and [PERSON] to use for housing stability during the pandemic."
04_18_2023,unhoused,and I want to express that I think [PERSON] is very compassionate and that we've demonstrated that over [ORGANIZATION]. And I think that everybody in [ORGANIZATION] and the administration really wants to house the unhoused and do it with integrity and compassion and all of those things that make a person whole and human and successful. Right.
04_18_2023,homeless,"I had multiple people talk about the city should have a heart. You know, I think the city of [ORGANIZATION] has the biggest heart in northwest [PERSON] because we are the only community that spends the amount of money we spend for the homeless community with the different organizations that are in our community, the church organization, [ORGANIZATION], [ORGANIZATION]. No other community has that."
04_18_2023,housing crisis,"It's not well. We need housing right I mean, let's get real here I'm looking I mean, you know, I don't want to sit around talk about a crisis on housing and then not talk I mean  we can't just say we got a housing crisis and then we turn down developments i mean"
04_18_2023,housing crisis,i mean i'm a i'm a little frustrated with some of it because we go oh we've got a housing crisis and then when we bring a development then everybody says well we don't want that development
04_18_2023,affordable housing,"But we can build infrastructure with our own money. So in order to have ARPA money go farther in a tiny home sort of situation, then the [STREET] up to it or the sewer line or whatever like that,  is within the city council's power to use general fund money for. You can't do it for affordable housing, but you can do the infrastructure that is needed for affordable housing."
04_18_2023,affordable housing,"And so I would encourage that you don't make a decision [TIME]. You've heard what the city council is saying. And I think, unless I'm gauging everything wrong, I think they're thinking more about a tiny home situation as opposed to  Going on to the economy and buying where it should be actually also reducing the amount of affordable housing Even though you'd have your people in it, but then they wouldn't be available for the market"
04_18_2023,affordable housing,The main [STREET] we produced affordable housing prior to the cuts in [ORGANIZATION] were basically through our [ORGANIZATION] and ORG1 programs. And those were cut 65% in [ORGANIZATION]. And only the mayor is old enough in the room to know that.
04_18_2023,affordable housing,"And so we have 24,000 students and 5,300 faculty and staff.  that are competing because they're not housed on campus. They're competing for half the affordable housing in three zip codes. They're no one's fault here."
04_18_2023,homeless; unhoused,"I've met with more pastors than I cared to meet with, and it's not even [ORGANIZATION]. I have...  met with [ORGANIZATION] who was very gracious and drove down from [ORGANIZATION] to meet with me regarding her work with the continuum of care. And I met with the sociologist at [ORGANIZATION] who's our contract point in time person that counts homeless individuals on that famous night when we count those that are unhoused in our community."
04_18_2023,homeless; unhoused,"And I would be comfortable if we were to earmark these funds for a pot to address homeless services, unho[LOCATION]ed families.  sheltering long-term individuals and then allow a consortium of people to make application against that pot of money [ORGANIZATION] being one of those and that he could j[LOCATION]t like anyone else someone else finds a viable property I don't want to turn them down So I would be interested in [LOCATION] exploring that kind of alternative. And I even think [ORGANIZATION] would be supportive of that."
04_18_2023,housing crisis,I'm sorry. No worries. We've said several times that we are experiencing a housing crisis.
04_18_2023,homeless,"I want to remind folks while we do have time, the suffering in our community continues [ORGANIZATION]. If you don't have someone close to you that's been chronically homeless, or if you don't have someone close to you that stays on that bubble constantly from serious mental illness or something that they really can't prevent themselves, [LOCATION] that we don't make a decision, they continue to stay in the spot they're in now and potentially get to a worse spot. So I really am championing us to really take action."
04_18_2023,affordable housing,"There's also a lot of concerns expressed about the property's development history, not just during construction, which was mentioned, but there's also a lot of concern that during the entitlement process, especially the zoning and conditional use permit entitlement processes, it was frequently mentioned that these units were intended or would serve as attainable housing or affordable housing. And there's been a lot of frustration expressed over the units and their ultimate sales price and also the potential that they will go immediately from or perception that they'll immediately go from newly constructed housing to the short-term rental market with nothing in between. There are also concerns noted about parking."
04_18_2023,affordable housing,"However, later in the same meeting, they approved a brand new house and a brand new development. Also, affordable housing. Obviously, you know, affordable housing is a big issue."
04_18_2023,affordable housing,"We're very sympathetic of that. We're unaware of any affordable housing requirements for short-term rental approval. Obviously, this neighborhood is in the heart of [ORGANIZATION]."
04_18_2023,affordable housing,"It is one of the most coveted places where people want a home to be close to FAC0, the university, that type of stuff. So it's going to be very, very hard to have affordable housing in such a high demand neighborhood. to me that it was ever considered affordable housing with the price points and the [STREET] the markets control these high demand neighborhoods right in the heart of the entertainment district just seems to me that's a little beyond my comprehension there but  As far as density goes, I think you guys saw the map."
04_18_2023,affordable housing,"I don't really want to reiterate much, but I will say that I felt like we were...  pitched, sold on affordable housing, walkability, meeting new neighbors. And the short-term rentals don't do any of that. Really what they do is drop an upscale motel in our neighborhood without any staff to run it."
04_18_2023,affordable housing,"We were told those we got those and  Those parameters in letters we saw them in meetings and it wasn't just one meeting. It was every meeting Every letter that I received from the developer Also said these things about affordable housing attainable housing we need homes that are close to the downtown so that they can walk to work and and such as that  I was sitting on my couch DATE0 morning and I heard some noise outside my window and I was like, oh, I wonder what that noise is."
04_18_2023,affordable housing,"And I know that has come up an enormous amount of times in the emails, and I haven't really had a chance to address it because I've,  um i just really wanted to talk about it but i don't i don't see that that is something a good you know i wouldn't have voted for it for it to be affordable housing unless it was a cobblestone project which we have had it was a set up and this the city knew had a guarantee that it was going to be of a certain price point so  in this current market there's just no [STREET] we could ever control the cost of those homes ever um so that i wanted to address that um and um you know i don't know legally kit if you could help me can we control what people do to their homes with their homes  after they've purchased it, is that something an ordinance that could be addressed as far as the home is only, you know, is [ORGANIZATION] and it cannot be turned into a short term rental?"
04_18_2023,affordable housing,"I think, and also with the affordable housing, I agree with you, nothing was presented that was enforceable. uh if you wanted to make it enforceable they would have had to give us adult insurance and saying it's going to be affordable housing we're not going to charge more than this it's workforce housing we're making sure that people work there and and instead it was puffery is probably the proper term which means it is not enforceable it is salesmanship"
04_18_2023,affordable housing,A two percent cap. We're not even halfway there. And we're concerned about affordable housing.
04_18_2023,affordable housing,"So I'm appreciative of your admonition, Mr.  Well, I was concerned about affordable housing. Oh, yeah. I'm not— You can't consider that."
04_18_2023,affordable housing,"And I don't need to prolong this and keep anyone up any longer than that. That's all I can think of to say at this point, Mr. [PERSON]. [PERSON] [PERSON].  kid if I get this right if I build a house then you're pretty much saying I can tell the council that I'm going to make it affordable housing"
04_18_2023,affordable housing,"They have affordable housing, and they also say you can't do sprawl, which is where the cheapest affordable housing would be. So which one are you following? But compatibility has always been the key for any conditional use."
04_18_2023,affordable housing,"So I had to zoom in. But [ORGANIZATION] and I wanted to have this discussion as this has been weighing heavily on us. I can go into details of affordable housing, but you've heard a lot of it this evening, which I don't have any idea how that plays ownership on me."
04_18_2023,affordable housing,"And why have the meetings and all the discussion if what is said is,  It just has to be said, but it never has to be done. And that just doesn't make sense to me. And the affordable housing, okay, whatever, that's done."
04_18_2023,affordable housing,"Somebody said that. How much do you make? I'm just, it's frustrating that it's like we are being targeted, that these were not made into affordable housing."
04_18_2023,affordable housing,"It just slows people down. Now, one thing I did not take into consideration were any comments that happened in the rezoning of this property and the idea that this was going to be affordable housing because that ship has sailed. That's not something we're even considering here."
04_18_2023,affordable housing,"I think we need to fix. So, but the affordable housing, whatever somebody said [ORGANIZATION] or [LOCATION]. Unless you've got it in a bill of assurance."
10_01_2019,affordable housing,Thank you. I  I concur with what council member [ORGANIZATION] just said when I saw this I was pretty pleased I this is certainly a model of something that we need to promote as far as affordable housing in the city so thank you so much for being a leader in this arena thanks [PERSON] else?
01_02_2024,homeless,"any of you can we'll add it to here in a little bit everybody good all right well let's go to the consent agenda number one approval of the [ORGANIZATION] city council meeting minutes number two a resolution to approve an agreement between the city of [ORGANIZATION] and the city of [PERSON]  and [ORGANIZATION] for the administration of a railroad crossing elimination grant. A resolution to approve Amendment 2 to the Memorandum of Agreement with ORG1 for continuation of the litter abatement program through [LOCATION] in an amount not to exceed $100,000.  4. A resolution to waive the requirements of former competitive big end to approve a contract for ORG2 any amount of $119,400 for services to homeless and needy residents in [ORGANIZATION] in [LOCATION]."
01_02_2024,homeless,"But think about as well, [ORGANIZATION] we voted on [TIME] to give $119,000. And whenever I looked at the numbers in [ORGANIZATION], we had 81 folks that were in the jail that showed a homeless address. And about 23% of those."
01_17_2023,homeless; unhoused,"[ORGANIZATION] has worked with our partner [ORGANIZATION] to establish this very successful program employing unhoused city residents of five in teams of five to pick up trash from trails and parks on [ORGANIZATION], [LOCATION] and DATE2. About 30 people enter their names to be included in the pool, which are then drawn to see who will be able to work on those teams [ORGANIZATION]. and they're drawn from they gather at [ORGANIZATION] and their names are drawn there not only are these unhoused people paid twelve dollars per hour but [ORGANIZATION] provides a bus for transportation to work sites lunch on site and shower opportunities after the job as well as other services [ORGANIZATION] is paid two thousand dollars per month for administering this program and supplies a representative to oversee the program  The pilot Pick Me Up program, which was financed from a grant of about $30,000, authorized by Mayor [PERSON] in [DATE] from ORG2, was honored at [ORGANIZATION] in [ORGANIZATION], [PERSON], as the program of [ORGANIZATION]."
01_17_2023,unhoused,"This program has not only resulted in amazing amounts of trash being picked up and removed from city parks and trails,  It has given many unhoused residents a continuing opportunity to perform important, worthwhile work by earning a fair wage. The overwhelming desire of our unhoused neighbors to participate in this program is a testament to its value for some of our neediest citizens. It is my great pleasure to present our [ORGANIZATION] and Trash, [ORGANIZATION], as our worthy recipient of the [ORGANIZATION] ORG0."
01_17_2023,affordable housing,"We focus primarily on access to safe and affordable housing, protection of consumer rights, protection from domestic violence, and economic justice, which includes access to [ORGANIZATION]. Clients are usually at or below 125% of the poverty level. DATE0, we served 629 residents of [ORGANIZATION]."
07_07_2020,homeless,"At that time it was a set of three buildings and kind of a definitive [ORGANIZATION], PERSON1 influence. We all loved that house until it became unstable due to flooding. So what resulted was [PERSON] was homeless after [ORGANIZATION] in 10 [LOCATION]."
07_07_2020,affordable housing,"Just to clarify on the [PERSON], which has no limit to occupancy, the bill of assurance was put in for the single-family residence, which would apply the limit to occupancy, which I hope is, you know, I've interpreted that correctly, and I think there's a little confusion there. The other thing is... I do want to build smaller homes that are affordable housing, not multi-family attached units that would change the neighborhood dramatically."
07_07_2020,affordable housing,So that is just not the case in this neighborhood. I don't see how it can be economically segregating to a big degree if we're doing affordable housing. I always point to the south side of town where we were spot zoning one lot after the next under the illusion that there would be affordable houses down there because of density.
07_07_2020,homelessness,"The history is just there. The outcomes are there for us all to see. And I worry that we are so preoccupied with the politics  And so eager for compromise proposals that we have lost the plot of what our community needs to address issues like homelessness, like climate change, and like economic and racial segregation across our city."
07_07_2020,affordable housing,And I'd like to echo Mr. [PERSON]'s comments. I think that  this neighborhood has a lot of um it's has a lot of houses that frankly are becoming uninhabitable and i think that um the [ORGANIZATION] zoning um you know allows for additional density and uh affordable housing that the city has um you know made a a goal so i think ru is appropriate for for this
11_19_2024,housing crisis,"But I think, you know, it's, it's weighing, you know,  that we have so many folks that are coming to our region. And so when we reduce the number of units that happen within [ORGANIZATION], they go out to other areas that [ORGANIZATION] actually helps to subsidize, out to [PERSON], out to GPE2, out to [PERSON] and [PERSON], [PERSON]. And so when I look at this, you know, one of the considerations I'm also thinking about is that We know that we have a lot of hurdles with infrastructure going forward particularly in our roadways and our water and sewer One of the ways that we're going to be able to make improvements to create safety is by having more taxpayer base to be able to fund that  And so for me, I have a concern that we reduce the units knowing we need houses We're in a housing crisis knowing that we need the taxpayer base to pay for those infrastructure improvements  And, you know, the type of zoning that we were hearing and the considerations being made, and it's true this could get zoned and go to someone else, but it sounded like there was considerations to try to take into account what's currently out there."
11_19_2024,homelessness; affordable housing,"The first thing I would point out, this is subjective as a [ORGANIZATION] resident, not so much in my capacity as an attorney, but this property is not  advancing the ball on the solution to the problem of homelessness in [ORGANIZATION] or the problem of affordable housing in [ORGANIZATION]. That problem requires a deep dive that I know this council has attempted to do and is continuing to attempt to do. But on the subjective side of that, weigh what you heard [TIME]."
11_19_2024,homeless,"There has been some improvements made, but when it's that bad on the outside, I would suggest you consider how bad it is on the inside. I do not have an agenda against [ORGANIZATION], but as the founder of an organization that deals with veterans who are forced to live in rat-infested, bug-infested apartments here in [ORGANIZATION],  This is just another example of substandard landlords who say they're helping the homeless or veterans and they're allowed to go ahead no matter how bad it is. And there's some really bad ones out there if you ever want to know."
11_19_2024,homeless; affordable housing,"Also, after that, [ORGANIZATION] took that person in his car and drove her to [STREET] in [ORGANIZATION] so that she didn't get an [ORGANIZATION], I guess you would say. Personally, I am interested in this question of the extent to which what's going on at the ORG1 property is an overflow problem. To what extent is this rooted in a lack of resources or a lack of affordable housing opportunities for homeless people in [PERSON], GPE2?"
11_19_2024,homeless,"All of them at this point are residents who came in as homeless people and they are now housed because of this building. Some of them are very tidy, some of them are not so tidy, but they're all good people. Can I have the next picture please?"
11_19_2024,homeless,"For a long time, the [ORGANIZATION] webpage carried a map of our neighborhood with the adjacent properties next to it, which included ours, which is the one right next to it, as targeted for purchase. And we found this very distressing, and eventually, when public perception seemed to be difficult for them, they changed the label on that, but it's still that targeted for perception told us something important. And then when the homeless camp sprang up, there may have been things going on like interactions with people in the cemetery that should not have happened."
11_19_2024,housing crisis,"I understand we have a housing crisis and I'm usually up here saying housing, housing, housing. But this is one, when we have a staircase that is about to fall through and we have a fire hazard. And we have firefighters that will not go in there."
