date,matched_words,Deidentified_paragraph
10_12_2021,homeless,"Yes, sir. One thing I'd like to point out, but there's, I believe it was Lieutenant [PERSON] mentioned that there was a list of different homeless shelters. However, that information is not in the backup."
10_12_2021,homeless,"That's correct. To give us the time to get all the backup data  Also too, I don't know if staff can brief us individually, but I also want to understand more in terms of the state statute that states clearly the ability, because I do agree with Representative PERSON0, [PERSON], alternate mayor [PERSON], that really I think what would be beneficial is a much more blanket open container law. I don't think that, you  anybody whether they're within a thousand feet of the [INSTITUTION] or living in any part of the city really has the need to Walk around with an open container."
10_12_2021,homeless,"You see my card. If I put a basket, everybody tends to confuse this thing as a homeless card. And that is the reason I'm picky about it."
10_12_2021,homeless,"So when they see this, they assume this is a homeless card. So I get profiled. So, this is an oriental guy that owns the [STREET]."
05_25_2021,homeless,"We have had overflow operations for [ORGANIZATION]. We actually have set up some of our sites for food distribution, including FAC0, which is now the [ORGANIZATION] distribution site for [ORGANIZATION] fighting hunger. When they were about to lose their distribution site in the [ORGANIZATION], we worked very quickly with them to be able to get them this facility assigned within [ORGANIZATION]."
05_25_2021,homelessness,This is discussion and action that the mayor be authorized to execute an interlocal agreement between [ORGANIZATION] and [PERSON] to support continued operation of the [ORGANIZATION] temporary emergency shelter in order to address the needs of persons experiencing homelessness in [ORGANIZATION] during DATE0 Motion to approve. There is a motion and a second to approve item number 31.
06_11_2024,homeless,"and I have reported miss [ORGANIZATION] the next time they're assigned up for so number eight Excuse me The red item eight is a resolution authorizing the city manager to sign all contract contract amendments and related documents to receive an allocated 493 thousand eight hundred thirty four dollars in [ORGANIZATION] homeless housing and services program funds from [ORGANIZATION] and  You have [TIME], ma'am. Because of my experience with that same department, I would like to ask, since these funds are going to help homeless individuals and so forth, is there a list of individuals in the funds that have gone out that any member of the citizenry,  can go ahead and make an open records request to get that list so that there's a full accounting as to where all these funds are going."
08_30_2022,homeless,Let the homeless find a safe shelter. Let the lonely find friendship. And those that are hurting across our region find hope [ORGANIZATION].
08_30_2022,homeless,"I've been in the streets because of this situation. And it's not even fun to be out there, believe me. The majority say that homeless are out there because of their choice."
12_15_2020,affordable housing,"Of course, any improvement to affordable housing is appreciated, but the projects that I have seen in the past were more competitive, were more exciting, and were more aligned with the vision of council. And so I just, I'm not happy with the decision [ORGANIZATION]. Okay, Representative PERSON0."
12_15_2020,affordable housing,"Okay, so I really just wanted to share a little bit of my thoughts on this. I think, like you mentioned, whoever did apply, we don't want to lose those dollars to be invested in providing housing, or affordable housing, actually, in those areas. And one that is in my district, as you all know, my district has a lot of single-dwelling homes."
12_15_2020,homeless,"The Under One [PERSON] program is able to deploy assistance now, whereas the other program was on hold due to a lack of administrative capacity.  through [ORGANIZATION]. And so it was our decision and we request your approval to move those dollars so that we may open up rental assistance for [ORGANIZATION] families [LOCATION] [TIME] based on your approval DATE2. The next item in the change is a budget of $1.1 million from the, again, CDBG-CV, meaning the CDBG CARES-related funding  provide a block of 80 hotel rooms for [ORGANIZATION] so that's [ORGANIZATION] through [DATE] at 7815 [LOCATION] services provided will include meals and protective equipment disinfecting services security and support services for homeless individuals being sheltered on site in addition there is staff on  again, provide for those individuals."
12_15_2020,homeless,"Thanks Mayor. Could you go back to that slide, I guess [DATE]. So the, the hotel project that is open for any eligible families or is that, or is that essentially us moving our [INSTITUTION] to a hotel?"
02_13_2024,homelessness,"And we're asking this interest to be a different type of discipline than the ones that are they are looking, witnessing, and holding the sign as though for food as the total reason for this. And we're asking response as well what homelessness is, as avenues turn our [STREET] to a progressive interest in feeding, and utilizing the attitudes of the local community. But [ORGANIZATION] prepares new rules for it."
09_13_2022,houseless,His name is [ORGANIZATION]. [ORGANIZATION] fell on two hard times and became one of our houseless pet houseless community members. alongside with his [ORGANIZATION] fawn pit bull by the name of PERSON1.
10_24_2023,homeless,"And we continue to monitor any variants related to [ORGANIZATION]. The team also assists with outbreaks in the community that are in congregated settings such as nursing homes, detention facilities, assisted living facilities, migrant shelters, homeless shelters.  for any refugees seeking asylum. After the pandemic, I think just about everyone, every household finally understood what an epidemiologist was.  otherwise known as disease detectives."
10_24_2023,homelessness,"THIS IDENTIFICATION INCLUDES THE BASIC FUTURES OF ANY ID SEARCH HAS INDIVIDUAL'S [ORGANIZATION], [ORGANIZATION], ADDRESS AND SIGNATURE. CURRENTLY, TEN OF THOUSANDS OF GPE0 RESIDENTS CANNOT A GOVERNMENT ISSUED ID, THIS INCLUDES  This includes senior citizen, veterans, individual experiencing homelessness, transgender, disabled, mixed status families, and victims of domestic violence. Without the right from [ORGANIZATION], a person may not be able to open a bank account or check a check or cash a check."
10_24_2023,homelessness,The stories of parents who were unable to pick up their child from school. The stories of heads of households who were unable to cash their hard-earned checks. I thought about the survivors of domestic violence and those who are currently experiencing homelessness.
10_24_2023,homelessness,"That includes many senior citizens, veterans of this country, individuals that are experiencing homelessness, the transgender community, people with disabilities,  [PERSON] FAMILIES AND VICTIMS OF DOMESTIC VIOLENCE. WITHOUT AN [LOCATION], A PERSON MAY NOT BE ABLE TO OPEN A BANK ACCOUNT, CASH A CHECK, PICK UP A SICK CHILD FROM SCHOOL, ACCESS MANY HEALTH CARE SERVICES, [ORGANIZATION] WITH THE [INSTITUTION], WHICH IS VERY NEEDED IN OUR [ORGANIZATION]. BORROW A BOOK FROM THE [PERSON], WHICH MANY PEOPLE NEED ACCESS TO THE [LOCATION].  or even collect a package from the post office."
01_18_2023,homeless,"My personal experience with the [ORGANIZATION] program, specifically [ORGANIZATION], has been very positive, and it's apparent that this program works. We have [ORGANIZATION] cats in my neighborhood. However, thanks to the [ORGANIZATION] program, they are not reproducing multiple litters a year, thus leading to an increase in homeless unaltered cats."
03_26_2024,homelessness,"So we're actively working to address the homelessness and support individuals in crisis. So through the collaborative, we have been able to make a direct impact and success of the collaborative is evident. Through our intentional focus of homelessness prevention, we've been able to achieve great  great results."
03_26_2024,homelessness,"And last, the platform, it's created a direct access for community members to  to speak and work directly with the agency collaborators on solutions helping to address their needs. So we think of the need, even though we have made positive strides, we still face challenges when it comes to homelessness, as well as food insecurity. If we look at numbers, [ORGANIZATION], a program that we oversaw received over 2,700 applications for rental assistance."
03_26_2024,unhoused,"And this resulted in a request of over $12 million. Unfortunately, demand exceeded the resources available, and we were able only to support, I believe, an average of 25%, right? Okay.  um inflation increase in [ORGANIZATION] rental payments and um for housing instability has continued to exist and has been exasperated and we know there's been studies conducted by [ORGANIZATION] which identified an average of 35 percent of alpacians face food insecurity but within those 35 22 percent worry about making their [ORGANIZATION] rental payments or their mortgage payments with the results of becoming unhoused  So even though we've made positive strides, demand is evident, right?"
03_26_2024,homeless,"Good day. And I apologize for not being there in person, but my name is [ORGANIZATION]. I'm the Deputy Director with [ORGANIZATION]."
03_26_2024,homeless,"And I wanted to speak in favor of agenda item number 50. I just heard a portion of [ORGANIZATION]'s presentation with [ORGANIZATION], and I do want to echo what she has indicated. But in addition to that, in looking at the vulnerability and the homeless needs within our community, it needs to be recognized.  that we are seeing significant increases in the number of individuals being served."
03_26_2024,homelessness,"And I'm specifically referencing the initiative through [ORGANIZATION] that is titled ORG1.  where you have entities that are working together with a common goal, not only to prevent homelessness, but to make homelessness rare and brief. So I do want to speak in favor of the proposal as reflected in item agenda number 50, and I'll close with that. Thank you."
03_26_2024,homelessness; affordable housing,"As you know, we do have [ORGANIZATION], which we are tasked with those four pillars. I think that one of the things we like to say is those are some of the most important challenges our community are facing nowadays. When you look at climate, you look at urbanization.  affordable housing, and then obviously homelessness."
03_26_2024,homeless,And so that has been an essential piece of addressing the homeless challenges we're seeing in our community. We're also thinking about how we can improve those services. And so that's just something to consider.
12_07_2021,homeless,"And the motion passes unanimously. Item number [ADDRESS] family resilience center project and add a homeless youth outreach and case management project [ORGANIZATION] and a second Ms. [PERSON] Yes sir there is a motion made by  [PERSON], seconded by Representative PERSON2 to approve."
08_13_2024,homeless,"It's a situation that's led to many of the concerns I share with several new families in [ORGANIZATION] as we worry for the safety of our children. There have been reports of prostitution, of drug dealings in nearby houses. There's a notable number of homeless people entering these houses, strange vehicles pulling up to them at [TIME]."
05_24_2022,homeless,"So we did have a lot of significant issue where there was, call them homeless people living there underneath the bridge. And they, of course, I, once again, on a field site visit, I did go by and, I mean, it's just,  shopping carts, sleeping beds, they had pop-up tents out there. That's, I believe it's already been addressed, but it seems to be there's still the accumulation of whatever the residuals were from those people there, and it still needs to be cleaned up."
05_24_2022,homeless,"And probably, I believe this is part of the 10-100 block of FAC0 where the people just discarded whatever they had outside of where they were living. And just so you know, we work really closely with [ORGANIZATION] when they clean up the homeless camps. So every so often they'll go in and, you know, just forcibly remove the homeless, but they leave behind everything."
05_24_2022,homeless,"So, again, that would be another concern I have. I know that there was a facility, for example, it was right near FAC0, and I actually had some people reach out to my office over by FAC1 behind FAC2. There's a large...  facility there and there was evidently a homeless encampment."
05_24_2022,homeless,"The water utility, it also had essentially acted as a nature preserve at that point, having been untouched as a water retention pond for [ORGANIZATION]. And the response from the water utility was to basically go in there with bulldozers and rip out all the vegetation in addition to some of the homeless encampments that were there. So I just think that moving forward, if we decide to move forward with this [ORGANIZATION], that the rules of engagement, the participation, and the level of participation is very, very, very clearly defined."
05_24_2022,homelessness; affordable housing,"We work predominantly in two other areas with the entitlement, human services, which is the work that we do in the context of providing funding to service providers in the areas of homelessness, health and well-being, as well as recreation and lifestyle. And finally, neighborhood development, which is where we push out our work in the context of housing, housing affordability, affordable housing, community revitalization, and quality of life. Next slide, please."
05_24_2022,homelessness,"So as a reminder, the entitlement that comes from [ORGANIZATION] is composed of four federal grants that are aimed at serving low to moderate income populations in the following areas primarily. Neighborhood development, as I mentioned, which is housing, community revitalization, and quality of life.  as well as human services, which are the dollars that we push out to provide services through our nonprofit partners in the areas of homelessness, health and well-being, and recreation and lifestyle. In those two areas, in this cycle, we are projecting that there will be $8.34 million available for neighborhood development."
05_24_2022,homelessness; affordable housing,"The four entitlement grants that I mentioned are the Community Development Block Grant with just over $6 million, [ORGANIZATION], which is focused on affordable housing and housing development, as well as single-family rehabilitation and first-time homebuyer programs at a little more than $2.5 million. [ORGANIZATION], which is wholly focused on addressing homelessness in our community at just over $1.5 million. And our ORG1 program at just over $700,000."
05_24_2022,homelessness,[ORGANIZATION] slide. A little more detail in the human services category. The bulk of these dollars are being invested in addressing homelessness in our community.
05_24_2022,homelessness,"A little over 1,000 individuals are projected to be served through 10 programs and seven program categories for a total of $1.56 million. Next slide, please. These funds, as they continue to address homelessness, are continuing to address the areas that we've talked about many times."
05_24_2022,homeless,"Homeless prevention in the form of rental assistance,  case management, which we know is so desperately needed in our community to help hold the hands of these individuals as they build back and get on their feet. [STREET] outreach so that we are accessing those individuals who are most vulnerable where they are and providing them access to services. providing expanded shelter and other support services, but ultimately culminating in what we hope will be permanent housing opportunities for those individuals."
05_24_2022,homelessness,"That is ultimately the formula for addressing homelessness in our community. All four of these areas are very critical in order to provide for the needs of the most vulnerable as we have learned very, very well over [ORGANIZATION]. Next slide, please."
05_24_2022,homeless; homelessness,"There is also a need to invest in some specialized service programs. Here what you're seeing is an investment of just over, I'm sorry, just under $300,000 in supporting women who are experiencing homelessness and folks who are experiencing or survivors of domestic violence through [ORGANIZATION] and the ORG1. We are also supporting through our innovative program in incubator [ORGANIZATION] at $80,000, a justice involved case management program with ORG2."
05_24_2022,homelessness,"We have observed over [ORGANIZATION] specifically that there is a large population of justice involved or criminal justice involved  individuals who are also experiencing homelessness. And so case management is extremely critical, again, in reducing recidivism back into the criminal justice system, but also getting folks ultimately housed. We are also supporting through our [ORGANIZATION] program, [ORGANIZATION]."
05_24_2022,homelessness,"We are also supporting programs that provide for persons with disabilities and our seniors. Again, looking at...  supporting the money management program for [ORGANIZATION], as well as elderly case management in the area of homelessness with ORG1. You can see here specifically that while we are supporting health and wellness, as well as recreation and lifestyle programs, we are still being informed by the vulnerability and the community needs assessments that have been already deployed over [ORGANIZATION] and really leaning in where we think we can have the most impact."
05_24_2022,affordable housing,"We are hoping to be able to invest in 89 affordable housing units in three different program areas [ORGANIZATION] in the amount of $4.2 million. This is through [ORGANIZATION]. And again, we have over [LOCATION] and predominantly over DATE2 our regional housing plan, adjusted our program policies so that we can encourage private sector investment and leveraging of funds so that we can produce even more affordable housing units  than ever before."
05_24_2022,affordable housing,"Just as a reminder, in [ORGANIZATION], the home entitlement was deployed on its own. Multifamily developments were built entirely utilizing home funds. In [LOCATION], we have changed that policy to encourage, again, that private sector investment and leveraging of home funds as a part of the capital stack to produce, again, more affordable housing units, which we know is more important than ever, given the state of the housing market DATE2 and the economic impact of [ORGANIZATION]."
11_19_2024,homeless; homelessness,"One, two, three. And the next proclamation is [ORGANIZATION]. Whereas [ORGANIZATION] Homeless Awareness [PERSON] is [DATE], [LOCATION], and aims to educate about the problems of hunger and homeless."
11_19_2024,homelessness,"And whereas addressing hunger and homelessness is critical for the economic prosperity of [ORGANIZATION] families,  And whereas [ORGANIZATION] has made tremendous contributions to supporting and protecting the most vulnerable Alpacians by deploying federal and state funding for support in housing affordability, homelessness, utility cost burden, access to food, and supporting individual financial stability. And whereas there are many community organizations committed to sheltering and providing supportive services as well as meals and food supplies to people experiencing hunger and homelessness,  and whereas it is the responsibility of the ORG1 to serve as the catalyst for the community partnerships, collaboration, and change, ensuring equity, resilience, and sustainability for the most vulnerable [ORGANIZATION]ans by giving voice to the underrepresented, supporting a strong system of human services and investing in [ORGANIZATION] homes, family, and neighborhoods, and whereas [LOCATION] [ORGANIZATION] has shown incredible leadership  by integrating the needs of the individuals experiencing homelessness as a strategic city objective in [LOCATION] [ORGANIZATION] Strategic Plan, and whereas [ORGANIZATION] Helps, [ORGANIZATION] Ayuda serves as a collaboration of organizations providing support to families in crisis, driving community stability and resilience,  as well as ensuring that individuals in crisis experiencing basic need insecurities are connected to the services immediately now therefore be it proclaimed by the mayor and [ORGANIZATION] of [ORGANIZATION] that [ORGANIZATION] shall be known as hunger and homelessness [DATE] and it's signed by the Honorable Mayor [PERSON]"
11_19_2024,homelessness,"okay there we go good [TIME] mayor and council I guess it's been [TIME] since I stood here  [ORGANIZATION], Director of [ORGANIZATION]. This is going to be my eighth [ORGANIZATION] [DATE], and I think that one of the things that makes me most proud is that when I stand here, I am never standing here alone."
11_19_2024,homeless,"[ORGANIZATION], [ORGANIZATION], [ORGANIZATION], my beautiful friends at ORG2,  and my beautiful friends at [ORGANIZATION]. It's because of these people that vulnerability in our community has a [STREET] to go. I would like to share just a little bit of data with you."
11_19_2024,homelessness,"I think that we've made a lot of progress in terms of addressing issues like homelessness. We work very hard to prevent homelessness from happening in the first [STREET]. But really, homelessness is one part of a larger continuum of challenges and vulnerabilities that exist in our community."
11_19_2024,homelessness,"DATE0 I had the privilege of joining [ORGANIZATION] on a ride along where we went out and we saw what these teams are doing [PERSON] and the need that is out there. And what I learned in [DATE] is that homelessness and vulnerability is not a homogenous problem. Every single human being that you see experiencing these challenges has a unique story, and they deserve to be treated uniquely."
11_19_2024,homeless,"And so very proud of the work that [ORGANIZATION] is doing. Females represented the largest group of clients in homeless prevention, transitional housing, and rapid rehousing programs. What we're learning is that it's very important for women to stay off the [STREET]."
11_19_2024,homeless,Women are incredibly vulnerable to predatory individuals and to be victims of crime when they are homeless. 29% of individuals served by the city's programs in [ORGANIZATION] self-identified as having a disability. I think it's also time that we start recognizing that folks of all abilities  require support in different ways.
11_19_2024,homelessness,"But the future is bright. We are spending a lot of effort, a lot of energy from these human beings on helping these folks. And so at [DATE], I just want to thank you for what you are doing by recognizing [ORGANIZATION] and [ORGANIZATION] Week DATE0."
11_19_2024,homelessness,"but that event is an open house from 10 a.m to 4 p.m we will be exhibiting artwork from the elementary school students at [ORGANIZATION] who have interpreted homelessness hunger and vulnerability through their artwork we'll be displaying that on [ORGANIZATION] and then at [DATE] we will be hosting a panel discussion to create broader awareness with the general public about what they can do to help address this issue thank you guys so much  Thank you, [ORGANIZATION]. Appreciate it. Appreciate everybody that's here and all the work that you guys do."
11_19_2024,affordable housing,"And so I'd like to express my sincerest gratitude to everyone for considering this item. I believe as has been said by everyone who's spoken, that this will be a truly transformational project for downtown [ORGANIZATION], bringing more housing, more affordable housing, more retail to the historic center of our city, bringing renewed vibrancy to the streetscape. and I believe being a catalyst for future redevelopment, both that I hope to undertake as I continue in my career and that I believe others will also be inspired to undertake."
03_14_2023,homeless,"Now, just so we understand, I've heard questions about whether [ORGANIZATION] is using the [ORGANIZATION] program. I sent a message to [ORGANIZATION]. For more information on how to help big dogs and other homeless pets, visit [ORGANIZATION] website and [ORGANIZATION] Network proven strategies."
03_14_2023,affordable housing,"The regional housing plan is on that timeline because we started to look at what? Creating housing affordability.  and building new affordable housing in the urban core of our community in five priority areas that really reduced the footprint of housing in our community in terms of materials built, in terms of reusing existing building stock. These are all climate action initiatives."
03_14_2023,homeless,"Finally, a wage increase may help veterans and families from being a risk  homeless and other insecurities thank you again for your time and thank you for your consideration thank you I want to thank Miss [PERSON] for her comments I think everything she said is a hundred percent correct I do want to point out however that we are currently at the city at $12 an hour this action [ORGANIZATION] would not  discourage council for moving above the $15 an hour at any point but there's been a lot of conversation about can we get there should we get there how do we get there and this at least sets a path for us moving into the budget cycle to say okay we need in instantly actually back up a little bit I believe we put about six million dollars in the last budget to get us to twelve  We were at [TIME] that. And so this at least puts us on a path through that budget cycle to get us there. Again, does not discourage this council, future councils, during any future budget to go above that at any point."
06_06_2023,homelessness,"And whereas veterans of the armed forces and active duty military members are disproportionately impacted by [DATE], and whereas many post-traumatic stress responses remain unreported, undiagnosed, and untreated due to lack of awareness about post-traumatic stress and the persistent stigma associated with mental health conditions, and whereas post-traumatic stress significantly increases the risk of post-traumatic stress responses, including anxiety, anxiety, and  depression, homelessness, substance abuse, and suicide, especially if left untreated. Whereas [ORGANIZATION] can call the [DATE] line or [ORGANIZATION], [PHONE] if they or a loved one are experiencing a mental health crisis. and whereas [ORGANIZATION] is recognized as [ORGANIZATION], a time for people to raise awareness of post-traumatic stress disorder treatment and recovery."
07_02_2024,homelessness,"Whereas [ORGANIZATION] ORG1  partnered with ORG2 to provide a rapid [PERSON] response called Operation Safe [INSTITUTION] to provide contactless intake at [ORGANIZATION], which served over 3,000 individuals in [ORGANIZATION], with no instances of [PERSON] originating from the housing shelters. And whereas in [LOCATION], [ORGANIZATION] adopted a new strategic objective identified to develop solutions to increase access and resources to [ORGANIZATION]ans experiencing or at risk of homelessness. And whereas in [DATE], the city of [ORGANIZATION] received [ORGANIZATION] ARPA funding."
07_02_2024,homeless; unhoused,"And [ORGANIZATION] allocated its portion of funds for programs to stabilize the homeless service system and was able to use the lessons learned in Operation Safe [INSTITUTION] to construct a plan to leverage the power of local, non-governmental organizations . And, whereas Operation Safe [INSTITUTION] provided valuable insight into the needs of [ORGANIZATION] unhoused and vulnerable populations, [ORGANIZATION] was able to extend [ORGANIZATION]'s partnership and tap into their ORG2  to engage [PERSON], a local digital marketing company, to design workflow, user interface, and marketing materials for [LOCATION]. And [ORGANIZATION] from [ORGANIZATION], [ORGANIZATION], in collaboration with the city's ORG6, developed the [URL], or ORG7 portal, to enable vulnerable populations to readily connect to a [ORGANIZATION] video  contact center manned by local NGOs and supported by [ORGANIZATION] services."
07_02_2024,homeless,"And whereas community and human development brought together these local NGOs providing critical services, including resource navigation, [STREET] outreach, rapid rehousing, homeless prevention, and mental health, resulting in the launch of [ORGANIZATION] in [ORGANIZATION]. And whereas [ORGANIZATION] has recognized [ORGANIZATION]  with [ORGANIZATION] for the [ORGANIZATION]. We also recognize her leadership and honor the power of community services and the strength of bringing together local NGOs to collaborate and serve our community and look forward to the future phases planned to serve veterans and higher education student populations, thereby reaffirming our commitment to building sustainable and equitable communities for generations to come."
07_02_2024,homeless; homelessness,We came together [ORGANIZATION] supported us computer centers a computer center supported us and we just did it. It is an honor to be in [ORGANIZATION] and it is an honor to work for [ORGANIZATION] who recognizes the importance of the homeless issue. We've invested in homelessness in [PERSON] and you know it's good to know that we've invested here and I'm so tired of technology projects.
02_01_2022,affordable housing,"What the new proposal is for that northern third of the property, at the time that council gave resolutions of support for FAC0,  Part of that support was predicated on the evaluation score, which also received a higher score because this property was presented as being future light residential commercial development that would serve both the surrounding neighborhoods as well as [ORGANIZATION]  and would serve to sort of bring those residents together. At this time, it appears that that will not be happening and instead is targeted to be development for 40 affordable housing units for seniors. One of our concerns with this property is the lack of traffic control for ingress and egress out onto FAC1, which is a relatively high speed highway."
02_01_2022,affordable housing,"Always, we are never disappointed in your work. With that being said, I did just want to share some thoughts with everyone on this dais. affordable housing is something that is very important to me."
02_01_2022,affordable housing,"We have made it very clear what a project needs to accomplish in order to score well and receive our support. As a result of these changes, over [ORGANIZATION] we have gotten significantly better project proposals  And we have ultimately chosen to support some great projects that have added high quality, affordable housing stock in our beautiful city. The stark contrast against these quality project proposals from [LOCATION] is why I frankly am disappointed with the proposals that we have received DATE2."
02_01_2022,affordable housing,"I know staff's recommendation is to provide no support for any of these proposals. While I do feel some reluctance to possibly lose these affordable housing dollars to outside of the city, I keep returning to the thought that we need quantity of units, but we also need quality. And it would feel like a disservice to give my support to proposals that score an F on our scorecard because they don't adequately provide for the future residents who would live there."
02_01_2022,affordable housing,"And so one of my concerns is looking at the condition and looking at what are the goals or some of the goals of  of our initiative our policy right and that is to go in and have these affordable housing developments that can be close that can ideally be within an interior of our city or at least they're not directly in the interior of our city be in an area that's close to education commercial or mass my concern is that by taking a very  whether it's an appropriate or not, but a very aggressive stance towards not giving any numbers or not giving any support, is that we're gonna essentially push these developments or the opportunity for developments in our community as a whole  out into the county into areas that have less access towards mass transit, less access towards education, and less access towards job sites as well."
02_01_2022,affordable housing,"To go and develop in some of these areas in other parts of our cities that may not necessarily be within the sort of inner core, we're looking at a price maybe $4, $3, $4, $5 a square foot versus something like [ORGANIZATION], which is in [ORGANIZATION], which is probably closer to $20 a square foot. These are costs that a developer has to incur and factor in. And if we're going to be committed towards this vision of wanting to have affordable housing towards it, then we need to also have a conversation."
02_01_2022,affordable housing,"And  towards this wanting to see infill development and wanting to see these kind of affordable housing projects we need to be addressing that as well. My big concern here is with the staff's recommendation is that essentially we're going to be rewarding sprawl because if we don't go and give any numbers to this whether it's a resolution of support or otherwise we're going to be going essentially and not getting any support  If so facto, we're going to be encouraging these developments to occur in our county, which absolutely has less access to mass transit, educational and retail and job opportunities for our community. And so I'm not sure I can support staff suggestions [ORGANIZATION]."
02_01_2022,affordable housing,"And so the thing is that it's not like they were not aware. It's not like staff hadn't,  [ORGANIZATION] had made these regulations part of the deal in our vote so the main thing to say was that definitely public transportation some of those people that live in affordable housing don't have cars they don't have families that can go pick them up they don't have they either have to walk to their destination or take public transportation as you saw none of these projects had anywhere near the public public transportation that's much needed to  I feel that we weren't the city wasn't provided with any really viable project to vote on and I I'm really disappointed that because I didn't expect that from from the competitors the applicants"
02_01_2022,affordable housing,i promise you that but we do have some realities and those realities we've already talked about the cost of real estate the cost of materials etc covert or no covid our market is exploding we see that everywhere people are paying more for property apartment complexes  both in the in the market rate as well as in the affordable have wait lists for them that's not going to change in the near future i like representatives i'll see those recommendations and i'll make a commitment on behalf of all my clients to sit down at the table and work with you and talk these things through try to find some viable i don't want to use the term compromise but finding a ground a base for all of us to work together so that we can  achieve what we need which is more affordable housing all three of the companies in this region are doing this right now my client is before you [PERSON] is the only developer that does affordable senior communities in the community period for profit i'm out of time unfortunately but mr [ORGANIZATION] can come up and cover some of the other points that we spoke to thank you for your time thank you for being here thank you for your patience good [TIME] mr [ORGANIZATION] you have [TIME] mayor council  I do want to say a couple things.
02_01_2022,affordable housing,"so again i'm uh i'm lost to say why these are mediocre projects yes they did not score uh first of all i'm surprised that i've gotten you know i've never gotten enough in my life so i'm not sure why there's an f you know we've got enough on these deals i mean i'm passionate about affordable housing we've submitted three deals uh two of the properties we own the land  The other, [ORGANIZATION], we had to land a new contract."
05_23_2023,homeless,"Whereas [ORGANIZATION] is the home of approximately 165,000 service members and military families. Whereas veterans participate and make a direct economic impact in our community of six billion dollars DATE0. And whereas the city of [PERSON] is ranked seventh nationwide in best cities for veterans, homebuyers, and established a rental assistance program in [LOCATION] to assist veterans and reduce the number of homeless veterans in the city of [PERSON]."
05_23_2023,homeless,"It also provides food and clothing to [ORGANIZATION] homeless, whereas [ORGANIZATION] recognizes veterans' birthdays and newcomers to our veterans community, recognizes sick and shut-in veterans, family members, and departed loved ones,  also has a Veteran of the Year Award which recognizes individual veterans who have supported our veteran community. Whereas [ORGANIZATION] works with [PERSON], ORG2, and other veteran organizations in support of our veterans and community, the collaboration has resulted in the distribution of over 200,000 pounds of food and other necessities for our veterans, [ORGANIZATION], [PERSON], and surrounding communities. And finally, whereas [ORGANIZATION], the President and [PERSON], ORG3, Public Affairs, [PERSON], [PERSON], along with its members, invite all to the [ORGANIZATION] breakfast held [LOCATION] except [PERSON] starting at 830."
05_23_2023,homeless,"And by the [STREET], I also am the director for the board of directors for [ORGANIZATION]. So these are populations that often get overlooked and under-minimized in value. So I ask and beseech this council to take us into consideration."
05_23_2023,homeless,"531 [LOCATION] kits were used by the [ORGANIZATION] [INSTITUTION] alone the number increased to 645 in [ORGANIZATION]. each of these doses used represents a life saved we know that [LOCATION] helps to prevent fatal overdoses and saves lives the results from this funding will contribute a great deal towards helping to save lives in [ORGANIZATION] i look forward to city council members supporting this worthwhile endeavor and helping improve the health of our community  Sincerely, [ORGANIZATION], [PERSON], ORG2, [ORGANIZATION], [ORGANIZATION], [LOCATION], GPE1 [PERSON],  PERSON1, ORG5 President of [ORGANIZATION], PERSON2, PhD, MBA, ORG7, PERSON3, Border Substance Abuse Counsel, PERSON4, Deputy Director, [ORGANIZATION], PERSON5, Executive Director of [ORGANIZATION], [PERSON], [PERSON]0, and [ORGANIZATION], [PERSON]1, Chief Executive Officer. That concludes public comment on item 33."
05_23_2023,homeless,"And that's on me. But really the only community I feel like that could have brought me out of that was the one that I'm currently a part of.  which is the harm reduction and the peer support. And hearing somebody who's been in my shoes and who has been homeless and who has been in a [STREET] of hopelessness and despair where it seems like using needles is my only decision, not even my only decision but the right one, I think that's why harm reduction and peer support is so vital."
04_23_2024,homelessness,"Mayor [PERSON], you use brain drain often, but refuse to see city policies in favor of real estate developers  that are pushing our children out of our city with overtaxed and now soon to be renter over homeowner, new home built, which are across the [ORGANIZATION] contributing to homelessness, not home ownership. This killing systematically the American dream due to ever rising rents that now exceed what many mortgages  would have been for those same homeowners. The once promised American dream is being killed by our city council."
04_23_2024,homelessness,"When you allow real estate developers like the [ORGANIZATION] to get all that property in the [ORGANIZATION] to specifically build a development that is going to be a majority rented homes, not home owned. That across [ORGANIZATION] has been contributing to homelessness. And now you are bringing that to our door in our city."
04_23_2024,affordable housing,I offer the following factors for your consideration and your deliberation for next steps. Affordable housing has always been and continues to be a challenge in our community. The issue of affordable housing is growing across the nation as housing costs have only increased along with interest rates.
04_23_2024,affordable housing,"If council considers any action related to the ratepayers,  It may be more prudent to disperse that needed cost for infrastructure improvements among all rate payers. The impact to each water meter would be minimal and would provide [ORGANIZATION] with the funding needed to meet its obligations. And by the [STREET], the [ORGANIZATION]'s presentation earlier I think is somewhat timely as they underscore the cost of affordable housing [ORGANIZATION]."
10_10_2023,homelessness,"So the motion to authorize city manager and city attorney to identify a funding source for $500,000 and create a process to select an organization to support families that are at or below 80% adjusted median income with metrics and standards as required by relevant law and the relevant funding source in an effort to assist those at risk of eviction and prevention of homelessness. So that is the motion. I'm appreciative of [ORGANIZATION] concerns because I think a lot of the conversation around this has been there's no checks and balances."
