created_at,user_location,tweet_geo,tweet_country,place_type,is_retweet,keywords_matched,Deidentified_text,city
2024-09-02T08:45:12.000Z,"Fayetteville, NC",,,,False,homeless,[USER] Yeah I'm not homeless anymore but I was homeless with my mother for [ORGANIZATION]. It's great to be off the streets [LOCATION] in the [STREET] I'm at. Not a lot of shelters here in [PERSON] though people feed you on the streets,fayetteville
2024-08-31T20:00:07.000Z,Northwest Arkansas,,,,False,"homeless, homelessness",A [ORGANIZATION]-based startup working to end homelessness will have the chance to win $1 million DATE0. [URL],fayetteville
2024-08-28T21:47:32.000Z,"North Carolina, USA",,,,False,homeless,"[ORGANIZATION] And you’ll probably make it your priority to hand over the keys to them to illegal immigrants. 

A priority would be not a single homeless veteran in the [ORGANIZATION]. Don’t think it’s that huge, [STREET] around [ORGANIZATION]. Those FAC0 soldiers deserve better than they’ve received!",fayetteville
2024-08-28T13:47:15.000Z,,,,,False,homeless,"Advocates concerned about busing [ORGANIZATION]'s homeless to [PERSON]
(PLENTY OF OTHERS TO ADD TO BUSES HEADED FOR BLUE METROS!!  NOT ONLY ""MIGRANTS!!""  ADD: HOMELESS, EX-INMATES!!)
[URL]",fayetteville
2024-08-28T13:46:08.000Z,,,,,False,homeless,"As [ORGANIZATION] white flag shelters run out of beds, city helps bus homeless to [PERSON] shelter 
(PLENTY OF OTHERS TO ADD TO BUSES HEADED FOR BLUE METROS!!  NOT ONLY ""MIGRANTS!!""  ADD: HOMELESS, EX-INMATES!!)
[URL] [USER]",fayetteville
2024-08-28T13:44:41.000Z,,,,,False,homeless,"[ORGANIZATION] buses 14 homeless people to FAC0 shelter, [PERSON] leaders extremely concerned 
(PLENTY OF OTHERS TO ADD TO BUSES HEADED FOR BLUE METROS!!  NOT ONLY ""MIGRANTS!!""  ADD: HOMELESS, EX-INMATES!!)
[URL]",fayetteville
2024-08-27T16:33:53.000Z,SW Ohio,,,,False,homeless,"[USER] Buy a good used car for my friend who is driving a DATE0 Neon with no [ORGANIZATION], broken windows and a transmission ready to die.  She needs decent transportation and [ORGANIZATION] as she lives in [PERSON] and the heat is killing her.  She was homeless for [LOCATION] and trying to get back up. 😏",fayetteville
2024-12-31T23:37:42.000Z,Nowhere ,,,,False,homeless,[USER] [USER] It seems the videos and pictures of homeless and junkies from [ORGANIZATION] or [PERSON] on the web produced finally a positive effect ... at last !,san francisco
2024-12-31T23:21:10.000Z,"Los Angeles, CA",,,,False,homeless,"[USER] I went to a FAC0 in [ORGANIZATION], a homeless guy with a pink ripped tight dress and pretty much but ass naked got his lunch from the trash and was looking at me like if I was weird for being disgusted by it. I’m never going there again 🤣🤣🤣",san francisco
2024-12-31T23:13:16.000Z,,,,,False,homeless,[USER] Amazing. Imagine someone pays them to do that for homeless in [ORGANIZATION]? Instead of wasting millions of $ on absolutely nothing,san francisco
2024-12-31T23:06:52.000Z,Delulu Land,,,,False,,[USER] [USER] [USER] [USER] doesn't seem like it [URL],san francisco
2024-12-31T23:01:25.000Z,"Austin, TX",,,,False,homeless,"[USER] [USER] Exactly right, it's as bad as [ORGANIZATION]. Sky high property taxes to Marxist school districts, homeless industrial complex and illegals sucking off hospitals, jails and schools. We don't have a police force anymore since the defunding. But they don't money into climate scam",san francisco
2024-12-31T22:41:10.000Z,Doesn't  Matter  ,,,,False,,"[USER] [USER] Say hello to [ORGANIZATION]

[URL]",san francisco
2024-12-31T22:34:36.000Z,"San Francisco, CA",,,,False,"homeless, homelessness","[image description: An infographic from ORG0 highlights that in [ORGANIZATION], nearly 950 households in [ORGANIZATION] transitioned from homelessness to stable housing, with the ORG1 logo and website link included.]",san francisco
2024-12-31T22:12:52.000Z,,,,,False,homeless,"[USER] [USER] [USER] [USER] [USER] In DATE0, the point-in-time ([ORGANIZATION]) count found that 8,328 people were homeless in [ORGANIZATION], including 4,355 unsheltered people. You know [PERSON] is free right?",san francisco
2024-12-31T21:54:54.000Z,,,,,False,homeless,[USER] I went to [ORGANIZATION] and I could not deal with the absolute dichotomy of the homeless people in front of the cafes where the average person making half a million a year were hanging out.,san francisco
2024-12-31T21:47:16.000Z,Still looking,,,,False,homeless,"[USER] I spoke to homeless in [ORGANIZATION]. They didn't get anything

I entered [ORGANIZATION]'s house and saw very large amounts of white powder, suspected cocaine. But you Mr. [PERSON] are well aware. Maybe like me, you can't stop it?

[ORGANIZATION] stated he's a pedophile",san francisco
2024-12-31T21:42:24.000Z,Hell,,,,False,"homeless, homelessness","I misread this as ""Endless homelessness in [ORGANIZATION]"" and I was like ""oh god"" [URL]",san francisco
2024-12-31T21:38:11.000Z,"Clifton, CO",,,,False,"homeless, homelessness","[USER] [PERSON]overnor [ORGANIZATION] can clean up the streets of [ORGANIZATION] when the Chinese president [PERSON] comes over for [ORGANIZATION]. Nobody knows where those people went still [LOCATION], but he can’t take care of homelessness problems with billions upon billions of dollars missing",san francisco
2024-12-31T21:17:43.000Z,,,,,False,homeless,[USER] [USER] I was in [ORGANIZATION] for [ORGANIZATION] and saw streets lined with tents and homeless people. You were obviously in the wealthy area.,san francisco
2024-12-31T20:51:28.000Z,,,,,False,homeless,[USER] PERSON0 PERSON1 [USER] [USER] Did we ever find out what they did with the homeless in [ORGANIZATION] when they cleaned up for PERSON2?,san francisco
2024-12-31T20:50:12.000Z,"New Jersey, USA",,,,False,homeless,[USER] [USER] [USER] [USER] [ORGANIZATION] is highly populated along with [PERSON]. Yall got 5 million dollar houses with homeless living outside. Yall are just as densely populated. The food isn't  better. We're S tier yall are A tier. There's levels to this and plus all the good actors and musicians came GPE2 lol,san francisco
2024-12-31T20:45:59.000Z,,,,,False,homeless,[USER] what happened to the homeless that [ORGANIZATION] gathered up when Chinese President [PERSON] visited [ORGANIZATION] in [ORGANIZATION] ? Anyone hear anymore from them? Just curious.,san francisco
2024-12-31T20:38:23.000Z,USA ,,,,False,homeless,"[USER] [USER] Bull! Even the ""nice suburbs"" of [ORGANIZATION] are filled with homeless and drugged out people.",san francisco
2024-12-31T20:38:16.000Z,,,,,False,homeless,"[USER] Happy New Year DATE0 - Drug addicts you find in downtown [ORGANIZATION] ,[ORGANIZATION]; shit in the [STREET]. Good luck &amp; clean up that. [URL]",san francisco
2024-12-31T20:35:35.000Z,"Portland, OR",,,,False,homeless,[USER] I was in [ORGANIZATION] and that looks like the tenderloin district which has always had a problem with homeless and drug users. Lots of the city I was visiting recently was far removed from this kind of scene. I enjoyed my time in the city.,san francisco
2024-12-31T20:34:39.000Z,Taos New Mexico ,,,,False,homeless,PERSON0 do you know how many people accoss the country would love to work at a [INSTITUTION] in [ORGANIZATION]?!? What an innovative [STREET] to resource the money aloted for jobs with a turn over so high. Get creative and stay with in the ledger. [ORGANIZATION] may get on board!,san francisco
2024-12-31T20:16:46.000Z,"Your Head, Rent Free",,,,False,"homeless, homelessness",This can’t be [ORGANIZATION].  [ORGANIZATION] promised he’d solve the homelessness epidemic [ORGANIZATION] and that would make him an ineffectual liar. [PERSON],san francisco
2024-12-31T20:02:42.000Z,,,,,False,homeless,"[[ORGANIZATION] are no different than any other corporate elite. Left or right.

Americans are just a cost number on a spreadsheet. Be unemployed, homeless, &amp; sh*t in the [STREET]. [PERSON].

The next investor [ORGANIZATION]; [ORGANIZATION] megamillions [DATE] is all that matters. [URL]",san francisco
2024-12-31T19:27:16.000Z,"Las Vegas, NV",,,,False,homeless,[USER] Your government doesn’t care about you guys in [ORGANIZATION]. Criminals and homeless people run that city.,san francisco
2024-12-31T19:13:32.000Z,,,,,False,homeless,"[ORGANIZATION] fruitville land!  Live in [ORGANIZATION] you will assume everyone is either gay, Lesbian, trans, pedophiles, drug addict and homeless no wonder people are leaving in droves. [URL]",san francisco
2024-12-31T19:12:00.000Z,,,,,False,homeless,"PERSON0 The Democrats moved in, brought their businesses, drove up the housing costs, make people homeless, brought [STREET] rage, and turned [ORGANIZATION] into [PERSON] dump. That is what they do to everywhere they INFEST.  Every state!  [ORGANIZATION], [PERSON], [PERSON], [PERSON], GPE6, GPE7, GPE8, GPE9, [PERSON]0, [PERSON]1.",san francisco
2024-12-31T18:56:31.000Z,,,,,False,homeless,"All you have to do is look at the population/homeless for [ORGANIZATION], the number of agencies and their budgets for homeless.
Only the names allegedly change.
My mother used to yell at me that if you feed a stray, it will follow you home and never leave. [PERSON]",san francisco
2024-12-31T18:09:06.000Z,,,,,False,homeless,"[USER] Not according to [ORGANIZATION]
and [PERSON] They are ok with drug addicts and the homeless 💩 in the streets Just so it's not in [ORGANIZATION]",san francisco
2024-12-31T18:05:56.000Z,,,,,False,homeless,"[USER] PERSON0 And the money is “missing”- while he buys another multi million dollar home in Marin- far from the homeless, drugs, crime, looters and human excrement- that is now [ORGANIZATION].",san francisco
2024-12-31T17:56:51.000Z,"California, USA",,,,False,homeless,"[USER] I live in GPE0 CA, [ORGANIZATION] is the governor. He outlawed anyone being ID who was voting. We have 100,000s of illegal immigrants &amp; homeless.  People went out &amp; got these people to register as [ORGANIZATION]; then helped them vote for democrats. [PERSON]",san francisco
2024-12-31T17:49:34.000Z,,,,,False,,"[USER] [USER] [USER] In many cases. such as [ORGANIZATION], it's the greed of the government officials who are preventing affordable living conditions by banning new housing.

Corporate ownership is a tiny fraction of home buyers, most of which are owned by either the occupant, or a small landlord [URL]",san francisco
2024-12-31T17:17:22.000Z,San Francisco Bay Area,,,,False,homeless,"Finally, I have to come back to where my heart is. [ORGANIZATION], where I spent countless hours on the streets, meeting with elected officials, candidates, journalists, and the community to bring solutions to the drug and homeless crises. [USER] [USER] PERSON0 [URL]",san francisco
2024-12-31T17:14:31.000Z,"San Francisco, CA",,,,False,homeless,"[image des: A person wearing a ""GPE0 Homeless Outreach Team"" jacket, accompanied by the text, ""Together, we’re making a difference,"" and the [ORGANIZATION] logo in the corner.]",san francisco
2024-12-31T17:14:22.000Z,"California, USA",,,,False,affordable housing,"16/ [USER] [USER] [USER] According to researchers in [ORGANIZATION] [USER] , a whopping 48% of [PERSON]'s unsheltered over [ORGANIZATION], 90% born &amp; raised in [PERSON], worked/paid taxes, NO affordable housing! PERSON0, [ORGANIZATION], [PERSON] [URL]",san francisco
2024-12-31T16:35:00.000Z,"San Francisco, CA",,,,False,,"[ORGANIZATION] has served as lead counsel for nearly every major real-estate project in the neighborhood, helping secure critical affordable-housing units and spaces for community centers.
[URL]",san francisco
2024-12-31T16:24:09.000Z,"San Marcos, TX",,,,False,"homeless, homelessness","[USER] ...for why homelessness, petty crime, and drug use weren't even problems worthy of political attention, lose his seat in [ORGANIZATION], one of [PERSON]'s most liberal large cities.",san francisco
2024-12-31T15:49:45.000Z,Suecia,,,,False,homeless,"[USER] Enseguida sale algún idiota a mostrarte homeless en las calles de GPE0 o de cualquier país latinoamericano, y siempre les digo que ni ahí ni en [ORGANIZATION] se [ORGANIZATION] una [PERSON] humildes, con [LOCATION] y para [LOCATION].",san francisco
2024-12-31T15:12:16.000Z,,,,,False,"homeless, homelessness","[USER] [ORGANIZATION]’s got big problems with homelessness and drug use. 
Fixing it means dealing with the root causes, not just the surface stuff.",san francisco
2024-12-31T15:09:24.000Z,"Texas, USA",,,,False,homeless,PERSON0 You repeated exactly what I heard yelled by a homeless man near [ORGANIZATION] in the [ORGANIZATION] district of [ORGANIZATION] in [ORGANIZATION].,san francisco
2024-12-31T14:59:05.000Z,Western USA,,,,False,"homeless, homelessness","[USER] Agreed. This is a strange “solution.” There’s apparently big money in homeless advocacy. Also, you may find this useful…

Exposing the Under [ORGANIZATION] in [ORGANIZATION]

[URL]

(Trolls: I just gotta block [PERSON]…” 🚫😈👿🧌)",san francisco
2024-12-31T14:56:44.000Z,,,,,False,homeless,[USER] [USER] [ORGANIZATION] GPE0... Isn't that craptown for the homeless now???  ORG1 - Guess you know your 💩!  😎 [URL],san francisco
2024-12-31T14:50:57.000Z,USA,,,,False,homeless,PERSON0 Right LOL. He's putting his homeless on busses to [ORGANIZATION] and [PERSON]. They are arriving in GPE2 at least 100 a day. On drugs or mentally ill with nowhere to stay. Our streets are filling up like [PERSON]. Even reaching the suburbs. [ORGANIZATION] is a cheat.,san francisco
2024-12-31T14:30:11.000Z,"Bentonville, AR",,,,False,,"[USER] 🤔

[URL]",san francisco
2024-12-31T14:00:41.000Z,US,,,,False,"homeless, homelessness","Thanks to our [ORGANIZATION] team for your generous donation of 324 toys to [ORGANIZATION], [ORGANIZATION] leading nonprofit service provider for families experiencing homelessness. These donations ensure that local families have the opportunity to celebrate [ORGANIZATION] with a new gift. [ORGANIZATION]",san francisco
2024-12-31T13:14:38.000Z,Sausalito & Medellin  ,,,,False,homeless,"[USER] [USER] I’m specifically commenting on [ORGANIZATION] and [ORGANIZATION], and their failure to address the ongoing crisis in the [ORGANIZATION] and across the city’s streets",san francisco
2024-12-31T13:12:46.000Z,"San Francisco, CA",,,,False,"homeless, homelessness",[USER] My father was in town.  Took him to [ORGANIZATION].  After parking... a screaming man walked by.  My Dad asked whether it was safe to park there.  This is how tourists think and why [PERSON] has to get a grip on homelessness and mental illness if tourists are to return.,san francisco
2024-12-31T13:07:38.000Z,"San Francisco, CA",,,,False,homeless,"[USER] [USER] [USER] Was the conversion of hotel to shelter legal?  A violation of Constitution? What are San Franciscans losing?  [DATE] will we need hotel revenue?  When [ORGANIZATION] was great hotels were ""walking"" tourists to other hotels.  We don't need homeless tourism

[URL]",san francisco
2024-12-31T12:17:17.000Z,,,,,False,homeless,[ORGANIZATION] was thrilled to partner with [ORGANIZATION] in [ORGANIZATION] 美國舊金山華藏寺 for their “Love Without Limits” donation [STREET] [ORGANIZATION] 🤍 [URL],san francisco
2024-12-31T09:34:30.000Z,"San Rafael, CA",,,,False,homeless,"Some people without a job but have about $40 they can start making and selling bracelets at $[ADDRESS] like [ORGANIZATION] to make them 2×3 inches tag they attach
Donation to the homeless people in [ORGANIZATION] and [PERSON] GPE2 [PERSON]",san francisco
2024-12-31T09:28:49.000Z,"New Jersey, USA 🇺🇸 ",,,,False,homeless,"[USER] This is really praying on the poor isn’t it?

It’s like lacing $100 bills with anthrax and leaving them around gutters in [ORGANIZATION] for the homeless.",san francisco
2024-12-31T08:03:46.000Z,,,,,False,homeless,[USER] Oh yeah? Well this pales in comparison to... *CHECKS NOTES* drug addled homeless people in 🇺[PERSON]. [PERSON],san francisco
2024-12-31T06:50:00.000Z,"London, United Kingdom",,,,False,"homeless, homelessness","‘[ORGANIZATION] homelessness is defined by depressing human detail. [PERSON] homelessness is captured in aggregate terms, by visual reference to its physical scale.’

Read PERSON0 dispatch from [ORGANIZATION]’s homeless crisis: 👇
[URL]",san francisco
2024-12-31T06:36:46.000Z,"Seattle, WA",,,,False,homeless,"I mean the homeless are *right there* in [ORGANIZATION]. Just make the next fentanyl hit conditional on their making progress in coding, and we'll have them training frontier models in no time. [URL]",san francisco
2024-12-31T06:07:57.000Z,West U.S.,,,,False,"homeless, homelessness",[USER] [ORGANIZATION] just needs a bigger budget to combat homelessness. Just bump up the taxes.,san francisco
2024-12-31T05:52:55.000Z,,,,,False,homeless,"PERSON0 I was helping someone homeless in [ORGANIZATION]. I’m from [ORGANIZATION],  I found him, I was praying and something told me call FAC0, it was a hospital, you see his mother, died of cancer, so now I had no [STREET] of knowing where he was, I called the number for the",san francisco
2024-12-31T05:00:47.000Z,,,,,False,homeless,"Went to [ORGANIZATION] for lunch [ORGANIZATION]. I don't know what happened but it was reasonably clean with many fewer homeless people. FAC0 wasn't as crowded as it would have been [LOCATION], but still lots of people. Same in several different neighborhoods.",san francisco
2024-12-31T04:58:20.000Z,"Carthage, TX",,,,False,homeless,Could build a really nice [INSTITUTION] in [ORGANIZATION] with all these bricks [URL],san francisco
2024-12-31T04:37:21.000Z,,,,,False,homeless,"[USER] Deus Ex did it much better. You had homeless druggies wandering around everywhere.

Hell, modern day [ORGANIZATION] downtown does it better.",san francisco
2024-12-31T03:35:39.000Z,"San Francisco, California, USA",,,,False,homeless,"For a long time I have been one of the main voices on the streets of [ORGANIZATION].. 

I've seen the darkness of this city, where corrupt politicians and the non profits they prop up are profiting off the homeless and the addicted. Billions have been poured down the drain, and [URL]",san francisco
2024-12-31T03:14:35.000Z,"San Francisco, California, USA",,,,False,homeless,"These are dark times in [ORGANIZATION]…

For [ORGANIZATION], I have been a citizen journalist on the frontlines, in the trenches of [PERSON] helping the homeless as well as raising awareness about the dangers of fentanyl.

Now I am taking the fight to [PERSON] to speak [URL]",san francisco
2024-12-31T02:58:05.000Z,"Seahawks, Kings",,,,False,homeless,Yo real shit i fucking hate this guy i hope he gets bitten by a homeless tweaker on the streets of [ORGANIZATION],san francisco
2024-12-31T02:30:23.000Z,,,,,False,homeless,"[USER] You're wildly out of touch with the facts.
[ORGANIZATION] gave homeless people housing and what did they do?  They trashed the [STREET], fought and killed each other, and violently threatened staff.
[URL]",san francisco
2024-12-31T02:09:20.000Z,,,,,False,homeless,"It's hard to find white single men in [ORGANIZATION].  They hide. Unless they are a communist.  Or drug addicted. Lots of young, handsome white males are homeless and drug addicted. It's so sad.",san francisco
2024-12-31T01:58:41.000Z,Utah,,,,False,"homeless, homelessness","1/ 🧵 Billions are spent on homelessness, yet the problem only grows. [ORGANIZATION] spends $1B DATE0, but homelessness remains rampant. It’s clear the approach—not the amount—is the issue. Let’s explore why spending fails and what actually works.",san francisco
2024-12-31T01:51:34.000Z,Utah,,,,False,"homeless, homelessness","[USER] 1/ 🧵 Billions are spent on homelessness, yet the problem only grows. [ORGANIZATION] spends $1B DATE0, but homelessness remains rampant. It’s clear the approach—not the amount—is the issue. Let’s explore why spending fails and what actually works.

2/ 🧵 Advocates say",san francisco
2024-12-31T01:48:58.000Z,internethelloffame.eth,,,,False,homeless,"[USER] by my estimate:

30km of roads that won't last [ORGANIZATION]
0.2 bridges
15% of a rocket launchpad for [ORGANIZATION]
100,000 pages of reports on the behavior of intoxicated genderqueer squirrels
10 million more homeless folk in [ORGANIZATION]
5 billion stock gains for [ORGANIZATION] and friends",san francisco
2024-12-31T01:37:58.000Z,"California, USA",,,,False,squatter,[USER] No. [ORGANIZATION] has squatter's rights.,san francisco
2024-12-31T01:07:02.000Z,East of Silicon Valley. Nevada,,,,False,homeless,"[USER] [USER] [USER] The homeless people I am familiar with, in [ORGANIZATION] don't need housing or food. They need drugs.",san francisco
2024-12-31T00:36:40.000Z,United States,,,,False,homeless,"PERSON0 I have very good classy, highly educated indian friends in the [ORGANIZATION]. You are a moron putting everybody in one category. Is a homeless man in [PERSON] who poops in the sidewalk the same as a homeless man in [ORGANIZATION] who pees in the subway?",san francisco
2024-12-31T00:33:31.000Z,"Texas, USA",,,,False,"homeless, homelessness",[USER] [ORGANIZATION]'s a moron. [PERSON] with her Soviet Price [PERSON] would have created a depression. Watch [ORGANIZATION] to see the Communism she would have ushered in. Look at what [PERSON] did to [ORGANIZATION] as proof. Homelessness everywhere.,san francisco
2024-12-31T00:29:00.000Z,"Texas, USA",,,,False,"homeless, homelessness","[ORGANIZATION] would have installed Soviet Price Control systems bankrupting GPE0.Brought in 20 million illegals through [ORGANIZATION]. Illegals will financially bankrupt every state. [ORGANIZATION]. PERSON2 created homelessness in [PERSON], and GPE2.She should not hold office ever.",san francisco
2024-12-31T00:10:59.000Z,Airstrip ¥,,,,False,homeless,"[USER] OP is lying in order to create rage-bait. This video depicts multiple homeless people and was taken in front of FAC0 on DATE0.

[LOCATION]",san francisco
2024-12-31T00:09:30.000Z,Los Angeles ,,,,False,"homeless, homelessness","Prior to homelessness, [ORGANIZATION] was [ORGANIZATION] away from receiving a Doctor of Chiropractic degree in [ORGANIZATION]. Now he's fighting for survival just trying to keep his head above water.
[URL]",san francisco
2024-12-31T00:03:07.000Z,"Greater Oakland, CA",,,,False,homeless,"Imagine living in [ORGANIZATION] where the weather is the same and the homeless are all around you and being lectured on this crap. Not only nobody is freezing to death, [ORGANIZATION] can always surrender and release the hostages, but the addicts can’t quit. [URL]",san francisco
2024-12-30T23:50:32.000Z,"Las Vegas, Nevada",,,,False,homeless,[USER] [USER] [USER] [USER] That’s observably false. Go look into all the housing that’s been given to the homeless in [ORGANIZATION] and [PERSON] and see what they’ve done with it. The guy that died in that PERSON0 incident had been given a home four or five times and it did nothing to stop his mental,san francisco
2024-12-30T23:50:23.000Z,"San Francisco, California, USA",,,,False,homeless,"[USER] [USER] I don’t know what your saying but my house burnt down and I used to be homeless to so I will say whatever the fuck I want.

[ORGANIZATION] is a reference to my vigilante work because democrats have brought our [ORGANIZATION] to the dawn of mankind and I feel like a",san francisco
2024-12-30T23:46:50.000Z,,,,,False,homeless,"everyone assumes the shit on the streets of [ORGANIZATION] is from the homeless, but has anyone looked into it just being all the H1B Indians? feel like this was potentially [STREET] overlooked.",san francisco
2024-12-30T23:02:54.000Z,India,,,,False,,[USER] 🤮Why dude why. [ORGANIZATION] is asking too. You were showing me videos from [ORGANIZATION]. But this is your own media. Too bad 🤮[URL],san francisco
2024-12-30T22:15:16.000Z,"Pittsburgh, PA",,,,False,homeless,"[USER] communist fucks needs to worry ahout other shit. Maybe worry about all thr homeless folks in your area. How about worrying about all the damn drugs crossing the border along with all the illegals. Have u seen pics of [ORGANIZATION]/[LOCATION], [ORGANIZATION] area in [ORGANIZATION]",san francisco
2024-12-30T22:04:02.000Z,"San Francisco, CA",,,,False,,"The matriarch of a prominent [ORGANIZATION] family is responsible for a huge donation toward a $100 million affordable artist housing project on FAC0, sources say. — PERSON0, [PERSON], and [USER] [URL]",san francisco
2024-12-30T22:01:57.000Z,"Palo Alto, CA",,,,False,"homeless, homelessness",The American people just weathered covid. Blamed [ORGANIZATION]. Then Asian hate crimes started happening. [PERSON] was on page one for the homelessness and shoplifting. So the [ORGANIZATION] chooses the woman who created the state of [ORGANIZATION]. That is an absurd line of thinking. Entitled af.,san francisco
2024-12-30T21:57:51.000Z,,,,,False,homeless,"[USER] [USER] [USER] Indians have started exposing our cities and homeless .. 
what a shame on us the largest economy in the world has home grown [STREET] shitters everywhere in [ORGANIZATION], [PERSON] , GPE2 .. [URL]",san francisco
2024-12-30T21:53:28.000Z,Jimin's fairytale 💫,,,,False,homeless,"the level of sickness!! y'all recording and posting homeless people in [ORGANIZATION] just to make h[USER] tweet against us , y'all really need to reconnect with human world [URL]",san francisco
2024-12-30T21:42:57.000Z,,,,,False,homeless,"[USER] Why don’t u see the fucking homeless people in [ORGANIZATION] the richest state in us but [PERSON] is full of homeless shit people , it is not only a less if tech city but leading homeless city , a city full of poor , homeless disgusting people I can understand that ur us slave",san francisco
2024-12-30T21:24:40.000Z,Keep your circle small ,,,,False,homeless,"[USER] Here is the problem 

1) [ORGANIZATION] is no longer walkable ……you take your own safety and health walking in that city avoiding the homeless and feces, and with cops who don’t answer calls 

2) public transit is serviceable. ,but due to crime and filth I would not call it good",san francisco
2024-12-30T21:23:37.000Z,,,,,False,homeless,Homeless sweeps came back with a vengeance in [ORGANIZATION] [URL] via [ORGANIZATION],san francisco
2024-12-30T21:16:41.000Z,,,,,False,homeless,"[USER] There are over 100 homeless [ORGANIZATION]'s in [ORGANIZATION].  I met 3 people who all quit the [ORGANIZATION]'s they worked for.  All 3 said the same thing.  The [ORGANIZATION] would start a program to help the homeless get on their feet.  After [ORGANIZATION], they stopped the programs.",san francisco
2024-12-30T20:50:33.000Z,"Denver, CO","South San Francisco, CA",United States,city,False,"homeless, homelessness","Expect The Unexpected ◈ Day 673 Defeating Homelessness Across America 🇺🇸 -- probably the best ""intro"" &amp; most powerful short video I can share [ORGANIZATION]; please #[PERSON] as my true story is enhanced &amp; refined! #[PERSON] [URL]",san francisco
2024-12-30T20:23:10.000Z,"Houston, TX",,,,False,homeless,[USER] [USER] Ie: people still 💩 on the ground in cities because they want to not because they are homeless with no money in a city that has bathrooms for customers only (or [ORGANIZATION]),san francisco
2024-12-30T20:05:16.000Z,"Sarasota, FL",,,,False,homeless,"[[ORGANIZATION]] 50-60 ODs in that neighborhood of [ORGANIZATION] helps give me a clue why Billionaires think [PERSON] needs to import foreign tech geniuses. I had no idea OD numbers were that outrageous. Someone is killing off our American talent,in my homeless [PERSON]Vet retired nurse opinion.🙏🤷‍♀️",san francisco
2024-12-30T19:47:59.000Z,New York,,,,False,"homeless, homelessness",[USER] [USER] [USER] # 1) Homelessness is a national issue not a local one. 2) [ORGANIZATION] isn’t responsible for homeless. 3) Many people including [ORGANIZATION] know what works. 4) Solutions have to fit within budgetary and political metrics. 5) The $131 million ( 8 million to [PERSON]) will help. Not Solve.,san francisco
2024-12-30T19:38:57.000Z,"Sanctuary District A, S.F. CA",,,,False,homeless,"[USER] [USER] [ORGANIZATION] does violent sweeps of homeless, encampments, and then portrays that as “offering services” and housing to the homeless. I believe this is [ORGANIZATION]’s [STREET] of supporting [PERSON] sweeps.",san francisco
2024-12-30T19:33:09.000Z,Zero ,"Oakland, CA",United States,city,False,homeless,[USER] [USER] I am in [ORGANIZATION]. I have to laugh when [ORGANIZATION] goes full racist conspiracy mongering. [PERSON] is not falling apart. You sound silly.  Anyone can cherry-pick the worst parts of town. [ORGANIZATION] has a lot of homeless and drug addiction. [URL],san francisco
2024-12-30T19:12:32.000Z,San Francisco Bay Area,,,,False,"homeless, homelessness",[ORGANIZATION] in [ORGANIZATION] just defaulted on its loan. It cites homelessness and the open drug scene in front of the hotel as the reason. Damn. [USER] [URL],san francisco
2024-12-30T19:07:37.000Z,New York,,,,False,"homeless, homelessness",[USER] 1) Homelessness is a national issue not a local one. 2) [ORGANIZATION] isn’t responsible for homeless. 3) Many people including [ORGANIZATION] know what works. 4) Solutions have to fit within budgetary and political metrics. 5) The $131 million ( 8 million to [PERSON]) will help. Not Solve.,san francisco
2024-12-30T19:05:59.000Z,"San Diego, CA",,,,False,homeless,"#sd40 #[PERSON] Democrat politicians spend over $25 billion dollars on the homeless crisis and it continues to grow - absolute failure at taxpayer expense. [PERSON], [PERSON] and [PERSON] have turned into graveyards. As a board member on [ORGANIZATION]",san francisco
2024-12-30T18:50:14.000Z,New York,,,,False,homeless,[USER] [USER] [USER] You don’t know me. Don’t personalizing things. I’ve lived and worked in [ORGANIZATION] most my life and am there all the time. Family history in [ORGANIZATION] goes back [ORGANIZATION] surviving the DATE1 earthquake. [ORGANIZATION]’s focus as supervisor in [DATE] was the homeless. It’s $&amp;politics.,san francisco
2024-12-30T18:49:16.000Z,,,,,False,homeless,"[USER] [USER] [ORGANIZATION] is [PERSON] of GPE2.  [ORGANIZATION]

I haven't been to [ORGANIZATION] since [ORGANIZATION] when I saw ""homeless"" people crapping on the sidewalks downtown and wiping their butts on the ground then walking off.  In front of families with small kids.",san francisco
2024-12-30T18:32:49.000Z,"Richmond, CA",,,,False,unhoused,[ORGANIZATION] has 10K unhoused people; 200 died in [ORGANIZATION] - FOX 2 GPE1 [URL],san francisco
2024-12-30T18:31:20.000Z,,,,,False,homeless,[USER] [USER] [USER] One reason I think this is it’s not as if homeless people in [ORGANIZATION] would be able to afford rent if it went down by a half.,san francisco
2024-12-30T18:29:02.000Z,,,,,False,homeless,[USER] I support her being stripped of all her property and money and forced to live with the homeless in [ORGANIZATION] for the rest of her life I believe that would be a better punishment then prison,san francisco
2024-12-30T18:27:27.000Z,San Francisco Bay Area,,,,False,homeless,[ORGANIZATION] and [ORGANIZATION] have done great work in [ORGANIZATION]. We're lucky to have you out there asking the right questions. Especially about the homeless and drug crises in [ORGANIZATION]! [[ORGANIZATION]] [URL],san francisco
2024-12-30T18:20:05.000Z,"Los Angeles, CA",,,,False,homeless,"[USER] [USER] [ORGANIZATION] This man just overdosed and died in the streets of [ORGANIZATION]

$24B spent on the homeless crisis and no one knows where the money went

25k people have died from fentanyl in [ORGANIZATION] since [ORGANIZATION]

[USER] has purchased a new $9.1M home and will keep his $3.7M home [URL]",san francisco
